dataset,k,subject_uid,y,source_only,threshold,refit,support_only
PhysioNet,1,PhysioNet:S02,0,0.47767875,0.036162764,0.46746495,0.8529517860922344
PhysioNet,1,PhysioNet:S02,0,0.7204102,0.27889425,0.79552394,2.192239629551563
PhysioNet,1,PhysioNet:S02,0,0.12908971,-0.31242627,0.14482076,2.1153540753493
PhysioNet,1,PhysioNet:S02,0,0.12232343,-0.31919253,0.12480534,2.456633873160576
PhysioNet,1,PhysioNet:S02,0,0.23223482,-0.20928115,0.23106778,2.7619950415874785
PhysioNet,1,PhysioNet:S02,0,0.51435494,0.07283896,0.5411499,2.985286036381664
PhysioNet,1,PhysioNet:S02,0,0.24243787,-0.19907808,0.3005979,2.5790975125163413
PhysioNet,1,PhysioNet:S02,0,0.41328394,-0.028232038,0.5461476,0.9269257016808325
PhysioNet,1,PhysioNet:S02,1,0.6717785,0.23026252,0.65647495,3.05595227269654
PhysioNet,1,PhysioNet:S02,1,0.5887932,0.14727724,0.6135982,2.5065234168604276
PhysioNet,1,PhysioNet:S02,1,0.28476053,-0.15675545,0.3447413,2.8376298036987855
PhysioNet,1,PhysioNet:S02,0,0.21034995,-0.231166,0.3745929,1.736914843675225
PhysioNet,1,PhysioNet:S02,0,0.12941961,-0.31209636,0.20990773,2.3201712998512303
PhysioNet,1,PhysioNet:S02,0,0.06112485,-0.38039112,0.08519092,2.463064449663349
PhysioNet,1,PhysioNet:S02,0,0.046109106,-0.3954069,0.06760166,2.7100093082338064
PhysioNet,1,PhysioNet:S02,0,0.04603942,-0.39547658,0.044487372,2.770393581343822
PhysioNet,1,PhysioNet:S02,0,0.165541,-0.275975,0.2032326,1.9596486839783263
PhysioNet,1,PhysioNet:S02,0,0.16074099,-0.280775,0.2697907,1.9412785322836448
PhysioNet,1,PhysioNet:S02,0,0.030416613,-0.41109937,0.030726345,2.7527617034024
PhysioNet,1,PhysioNet:S02,0,0.029287783,-0.41222823,0.026908414,2.8013523202480046
PhysioNet,1,PhysioNet:S02,0,0.035209175,-0.4063068,0.057077184,2.5437555316442055
PhysioNet,1,PhysioNet:S03,0,0.17363794,0.14404988,0.15571575,-0.6169656906162486
PhysioNet,1,PhysioNet:S03,0,0.112394966,0.082806915,0.044400398,-0.8203018192665592
PhysioNet,1,PhysioNet:S03,0,0.71669406,0.687106,0.7007934,1.0459257943708664
PhysioNet,1,PhysioNet:S03,0,0.08068659,0.051098555,0.10839557,0.5059404841437611
PhysioNet,1,PhysioNet:S03,0,0.08180522,0.052217185,0.09606587,0.6050373401905058
PhysioNet,1,PhysioNet:S03,0,0.09979768,0.07020962,0.0833835,0.0809587254012416
PhysioNet,1,PhysioNet:S03,0,0.19665742,0.16706938,0.20781988,-0.16617178914401676
PhysioNet,1,PhysioNet:S03,0,0.059060648,0.02947259,0.059249844,0.11628264982117331
PhysioNet,1,PhysioNet:S03,0,0.02709506,-0.0024929643,0.033667017,0.43333880383252477
PhysioNet,1,PhysioNet:S03,1,0.88820505,0.858617,0.92528075,1.7744210751317173
PhysioNet,1,PhysioNet:S03,1,0.9016436,0.87205553,0.9443487,1.9675173013811071
PhysioNet,1,PhysioNet:S03,1,0.9073694,0.87778133,0.8972066,1.4046065437752677
PhysioNet,1,PhysioNet:S03,0,0.9503505,0.9207625,0.94275504,0.6674740519871751
PhysioNet,1,PhysioNet:S03,0,0.9284843,0.8988963,0.91900414,0.7310848541973243
PhysioNet,1,PhysioNet:S03,0,0.84615916,0.8165711,0.8150232,0.7715734167688784
PhysioNet,1,PhysioNet:S03,0,0.66597545,0.6363874,0.611977,0.5462628003804142
PhysioNet,1,PhysioNet:S03,0,0.55684686,0.5272588,0.56851566,0.6922016275456508
PhysioNet,1,PhysioNet:S03,0,0.40552142,0.37593338,0.41668049,0.7650672004957721
PhysioNet,1,PhysioNet:S03,0,0.1653559,0.13576788,0.19940513,0.7111927825382689
PhysioNet,1,PhysioNet:S03,0,0.16015764,0.13056958,0.17879796,0.4172901971924119
PhysioNet,1,PhysioNet:S04,0,0.052617338,0.13750875,0.029596979,-0.8870288516201366
PhysioNet,1,PhysioNet:S04,0,0.06451375,0.14940515,0.03585103,-0.7228708776444714
PhysioNet,1,PhysioNet:S04,0,0.5480187,0.63291013,0.48512933,0.7225870650122059
PhysioNet,1,PhysioNet:S04,0,0.16315456,0.24804598,0.17011562,-0.041035013830286626
PhysioNet,1,PhysioNet:S04,0,0.10028024,0.18517166,0.117047615,-0.22107040046124693
PhysioNet,1,PhysioNet:S04,0,0.04559491,0.13048631,0.05954398,-0.2976091543417685
PhysioNet,1,PhysioNet:S04,0,0.13481914,0.21971053,0.11737246,-0.6343817380578576
PhysioNet,1,PhysioNet:S04,0,0.13248417,0.21737558,0.12746158,-0.6308368530613735
PhysioNet,1,PhysioNet:S04,0,0.058355864,0.14324728,0.07196846,-0.7439342511157312
PhysioNet,1,PhysioNet:S04,0,0.16563034,0.25052175,0.14372109,-0.967116349954618
PhysioNet,1,PhysioNet:S04,0,0.044646557,0.12953797,0.04643475,-0.932484711381568
PhysioNet,1,PhysioNet:S04,0,0.06061588,0.14550728,0.060422517,-0.900486026858031
PhysioNet,1,PhysioNet:S04,0,0.0840145,0.16890591,0.09609117,-0.7847922358097845
PhysioNet,1,PhysioNet:S04,1,0.9462424,1.0311338,0.95298797,1.611854068367595
PhysioNet,1,PhysioNet:S04,1,0.96092135,1.0458127,0.9716552,1.0511710988040186
PhysioNet,1,PhysioNet:S04,1,0.92678744,1.0116788,0.91036516,0.5921986459272568
PhysioNet,1,PhysioNet:S04,0,0.9275781,1.0124695,0.93878716,1.0173331263565677
PhysioNet,1,PhysioNet:S04,0,0.90089905,0.9857905,0.86699307,0.5533521962741017
PhysioNet,1,PhysioNet:S04,0,0.20960298,0.2944944,0.20712647,0.45884260416172284
PhysioNet,1,PhysioNet:S04,0,0.35039043,0.43528184,0.309436,0.047229317445391494
PhysioNet,1,PhysioNet:S04,0,0.2011497,0.2860411,0.21317542,-0.15859395836727397
PhysioNet,1,PhysioNet:S04,0,0.18328917,0.26818058,0.19149606,-0.330618031180024
PhysioNet,1,PhysioNet:S04,0,0.3359327,0.4208241,0.35172006,-0.4082478281520052
PhysioNet,1,PhysioNet:S04,0,0.084231324,0.16912273,0.1021309,-0.4953054142576969
PhysioNet,1,PhysioNet:S04,0,0.34502625,0.42991766,0.3053952,-0.5565602918304582
PhysioNet,1,PhysioNet:S04,0,0.69601786,0.7809093,0.71981233,0.1786290566656492
PhysioNet,1,PhysioNet:S05,0,0.049090564,0.09833163,0.06793452,0.8222833978602688
PhysioNet,1,PhysioNet:S05,0,0.080315635,0.12955672,0.09705995,0.9976472706543518
PhysioNet,1,PhysioNet:S05,0,0.92910075,0.9783418,0.9550315,0.9202583584963595
PhysioNet,1,PhysioNet:S05,0,0.7915219,0.840763,0.85547566,1.5190225898759884
PhysioNet,1,PhysioNet:S05,0,0.35761535,0.40685642,0.27310628,1.596835434300722
PhysioNet,1,PhysioNet:S05,0,0.2956478,0.34488887,0.29394826,1.6979258748342017
PhysioNet,1,PhysioNet:S05,0,0.4052488,0.45448986,0.39863223,1.7710699032261747
PhysioNet,1,PhysioNet:S05,0,0.10883213,0.15807319,0.12632254,1.7143196241450431
PhysioNet,1,PhysioNet:S05,0,0.20955393,0.258795,0.19875431,1.3498753102656373
PhysioNet,1,PhysioNet:S05,0,0.10768824,0.15692931,0.12093207,1.2218122846057595
PhysioNet,1,PhysioNet:S05,0,0.025528463,0.07476953,0.025053807,1.0559662964504493
PhysioNet,1,PhysioNet:S05,0,0.24268828,0.29192936,0.24162419,0.7396360244946198
PhysioNet,1,PhysioNet:S05,1,0.24817671,0.29741776,0.23636614,0.35877221233162304
PhysioNet,1,PhysioNet:S05,1,0.46945053,0.5186916,0.57118833,0.3359829156721247
PhysioNet,1,PhysioNet:S05,1,0.78900456,0.83824563,0.8475762,0.9969934727094332
PhysioNet,1,PhysioNet:S05,1,0.74960524,0.7988463,0.68464893,1.0769055880315705
PhysioNet,1,PhysioNet:S05,0,0.4052969,0.45453796,0.47013757,0.7718072476986194
PhysioNet,1,PhysioNet:S05,0,0.1397044,0.18894547,0.1611543,1.150135185174587
PhysioNet,1,PhysioNet:S05,0,0.12310993,0.172351,0.11230574,1.3919252186265716
PhysioNet,1,PhysioNet:S05,0,0.17197558,0.22121665,0.17761378,1.140637960512011
PhysioNet,1,PhysioNet:S05,0,0.2184564,0.26769745,0.17312738,0.9678237667190684
PhysioNet,1,PhysioNet:S05,0,0.50491744,0.5541585,0.46845475,0.9848548257198758
PhysioNet,1,PhysioNet:S06,0,0.017748473,0.46356362,0.0035341075,1.1313133638950692
PhysioNet,1,PhysioNet:S06,0,0.016140277,0.46195543,0.0039412472,1.0171950256771223
PhysioNet,1,PhysioNet:S06,0,0.85092217,1.2967373,0.87998766,1.182913656635007
PhysioNet,1,PhysioNet:S06,0,0.49092764,0.9367428,0.4590899,1.2538687915455613
PhysioNet,1,PhysioNet:S06,0,0.17131352,0.6171287,0.2038991,1.2790702561779375
PhysioNet,1,PhysioNet:S06,0,0.6503749,1.09619,0.65939385,1.5558934128533628
PhysioNet,1,PhysioNet:S06,0,0.1509386,0.5967537,0.14092791,1.6083549317313424
PhysioNet,1,PhysioNet:S06,0,0.25980124,0.70561635,0.2847561,1.5781418715744668
PhysioNet,1,PhysioNet:S06,0,0.8211865,1.2670016,0.81989,1.3616165675461476
PhysioNet,1,PhysioNet:S06,0,0.30432072,0.7501359,0.27620715,1.4230613137722108
PhysioNet,1,PhysioNet:S06,0,0.87275857,1.3185737,0.8533016,1.4316901789242769
PhysioNet,1,PhysioNet:S06,0,0.90220004,1.3480152,0.9201073,1.1832301442406017
PhysioNet,1,PhysioNet:S06,1,0.91128063,1.3570957,0.903749,1.6669970244935488
PhysioNet,1,PhysioNet:S06,1,0.9664248,1.41224,0.966407,1.6782380844421505
PhysioNet,1,PhysioNet:S06,1,0.9814848,1.4273,0.97893995,1.5955170022072636
PhysioNet,1,PhysioNet:S06,0,0.8928997,1.3387148,0.86403847,0.8524560615793497
PhysioNet,1,PhysioNet:S06,0,0.63710445,1.0829196,0.70337754,1.3111660413735085
PhysioNet,1,PhysioNet:S06,0,0.5555499,1.0013651,0.5098385,1.4841488020195714
PhysioNet,1,PhysioNet:S06,0,0.55244166,0.9982568,0.49983042,1.3547067329187186
PhysioNet,1,PhysioNet:S06,0,0.13900599,0.5848211,0.13345565,1.1822641326347219
PhysioNet,1,PhysioNet:S06,0,0.059649926,0.5054651,0.08091582,1.2555918536031323
PhysioNet,1,PhysioNet:S06,0,0.37595558,0.8217707,0.40815926,1.4308477675257736
PhysioNet,1,PhysioNet:S06,0,0.2972084,0.7430235,0.32719198,1.458135321194263
PhysioNet,1,PhysioNet:S06,0,0.5960171,1.0418322,0.56090087,1.431417682844544
PhysioNet,1,PhysioNet:S07,0,0.12351082,0.39814645,0.07121133,-0.4172681780948839
PhysioNet,1,PhysioNet:S07,0,0.7398485,1.0144842,0.6954334,0.7360125262638069
PhysioNet,1,PhysioNet:S07,0,0.2469965,0.52163213,0.2461347,-0.3736271800325517
PhysioNet,1,PhysioNet:S07,0,0.44663578,0.7212714,0.40888143,-0.5368357690204215
PhysioNet,1,PhysioNet:S07,0,0.24750316,0.5221388,0.25088337,-0.29147012436292075
PhysioNet,1,PhysioNet:S07,0,0.25520435,0.52984,0.32808027,-0.09638692954213668
PhysioNet,1,PhysioNet:S07,0,0.24803734,0.52267295,0.38637814,-0.21777675577965727
PhysioNet,1,PhysioNet:S07,0,0.17843585,0.45307148,0.23166464,-0.025043830662263122
PhysioNet,1,PhysioNet:S07,0,0.78501797,1.0596535,0.73876536,0.08971066734296662
PhysioNet,1,PhysioNet:S07,1,0.8208151,1.0954506,0.963111,1.4738720655099762
PhysioNet,1,PhysioNet:S07,1,0.7674059,1.0420415,0.80300057,0.43739023416680456
PhysioNet,1,PhysioNet:S07,1,0.8089543,1.0835899,0.79730964,0.33936225303751666
PhysioNet,1,PhysioNet:S07,0,0.50463116,0.7792668,0.45152032,0.21107072666128213
PhysioNet,1,PhysioNet:S07,0,0.33243456,0.6070702,0.38697276,-0.24447120650571685
PhysioNet,1,PhysioNet:S07,0,0.2426108,0.5172464,0.38459855,0.5749343065093326
PhysioNet,1,PhysioNet:S07,0,0.3052591,0.5798947,0.37122735,0.8550475368597277
PhysioNet,1,PhysioNet:S07,0,0.2924815,0.5671171,0.2655969,0.5413203373809841
PhysioNet,1,PhysioNet:S07,0,0.8681571,1.1427927,0.85480773,0.5372743699209221
PhysioNet,1,PhysioNet:S07,0,0.933704,1.2083397,0.9284651,0.44522769376296334
PhysioNet,1,PhysioNet:S07,0,0.80413157,1.0787672,0.8005535,0.30078310339894787
PhysioNet,1,PhysioNet:S08,0,0.08864224,0.13865292,0.080940984,-0.005029659653978502
PhysioNet,1,PhysioNet:S08,0,0.947931,0.9979417,0.946674,1.3077409013400552
PhysioNet,1,PhysioNet:S08,0,0.11297723,0.16298792,0.101453945,1.3202034470576924
PhysioNet,1,PhysioNet:S08,0,0.07119062,0.12120131,0.096432075,1.1728761868185256
PhysioNet,1,PhysioNet:S08,0,0.10510678,0.15511745,0.102102876,0.9315093705673787
PhysioNet,1,PhysioNet:S08,0,0.06188581,0.111896485,0.08265845,0.6402579792698373
PhysioNet,1,PhysioNet:S08,0,0.062316097,0.11232677,0.08442578,0.4303832168140347
PhysioNet,1,PhysioNet:S08,0,0.052550334,0.10256103,0.07205684,0.2432444745617257
PhysioNet,1,PhysioNet:S08,0,0.07232878,0.12233946,0.07230861,0.11773320434369916
PhysioNet,1,PhysioNet:S08,1,0.49212712,0.5421378,0.46246907,0.4949870164074226
PhysioNet,1,PhysioNet:S08,1,0.78799635,0.83800703,0.79529345,0.14895594727091888
PhysioNet,1,PhysioNet:S08,1,0.85136503,0.9013757,0.89780444,0.40434165686585444
PhysioNet,1,PhysioNet:S08,1,0.850354,0.9003647,0.9056518,1.0757200757806276
PhysioNet,1,PhysioNet:S08,0,0.9204561,0.9704668,0.91539586,0.83084077278052
PhysioNet,1,PhysioNet:S08,0,0.47248408,0.5224948,0.44059172,0.5052874179315083
PhysioNet,1,PhysioNet:S08,0,0.100675546,0.15068623,0.10921463,0.40983723542099915
PhysioNet,1,PhysioNet:S08,0,0.0695541,0.11956477,0.06578255,0.18258324055256203
PhysioNet,1,PhysioNet:S08,0,0.1939635,0.24397418,0.20371589,0.06393451237294256
PhysioNet,1,PhysioNet:S08,0,0.13295516,0.18296584,0.085947074,0.07203830498681685
PhysioNet,1,PhysioNet:S08,0,0.03506299,0.08507368,0.04545453,0.10455091575693909
PhysioNet,1,PhysioNet:S09,0,0.80364805,0.45817953,0.7722327,0.5073179606267678
PhysioNet,1,PhysioNet:S09,0,0.7736461,0.4281776,0.6955695,0.5924690569197716
PhysioNet,1,PhysioNet:S09,0,0.27840096,-0.06706756,0.37387946,0.25995972081479346
PhysioNet,1,PhysioNet:S09,0,0.13649112,-0.2089774,0.26415578,-0.10550472456855764
PhysioNet,1,PhysioNet:S09,0,0.14718485,-0.19828367,0.21245682,-0.10340200051815107
PhysioNet,1,PhysioNet:S09,0,0.13902946,-0.20643908,0.19283444,-0.09084131595517309
PhysioNet,1,PhysioNet:S09,0,0.14752452,-0.19794399,0.19769311,-0.10154042085296622
PhysioNet,1,PhysioNet:S09,0,0.3045387,-0.040929794,0.27208546,-0.02764660208869496
PhysioNet,1,PhysioNet:S09,0,0.3029062,-0.042562366,0.36452088,0.12853195409406037
PhysioNet,1,PhysioNet:S09,1,0.32220745,-0.02326107,0.40183258,0.4519752791912137
PhysioNet,1,PhysioNet:S09,1,0.46944004,0.12397152,0.5093754,0.26655792419699664
PhysioNet,1,PhysioNet:S09,1,0.6059682,0.26049966,0.59093434,0.002984199738253701
PhysioNet,1,PhysioNet:S09,0,0.37017,0.024701476,0.4127584,-0.1713371030305586
PhysioNet,1,PhysioNet:S09,0,0.42095393,0.07548541,0.38679606,-0.11114305330200713
PhysioNet,1,PhysioNet:S09,0,0.38239694,0.036928415,0.36180636,-0.006320227982978377
PhysioNet,1,PhysioNet:S09,0,0.35856763,0.013099104,0.36879468,-0.15545747911758867
PhysioNet,1,PhysioNet:S09,0,0.35721937,0.011750847,0.3388017,-0.13868344068954386
PhysioNet,1,PhysioNet:S09,0,0.3902378,0.044769287,0.41526648,-0.03721031444625522
PhysioNet,1,PhysioNet:S09,0,0.29853684,-0.046931684,0.28460982,-0.07552299889286118
PhysioNet,1,PhysioNet:S09,0,0.3702424,0.024773866,0.32104495,-0.1253073105113649
PhysioNet,1,PhysioNet:S10,0,0.0384786,0.15695858,0.054973647,0.779097476033142
PhysioNet,1,PhysioNet:S10,0,0.0217089,0.14018887,0.026230073,0.5010872994045923
PhysioNet,1,PhysioNet:S10,0,0.853862,0.97234195,0.82038474,0.9272036321496437
PhysioNet,1,PhysioNet:S10,0,0.8818149,1.0002949,0.83721256,0.9155210201310409
PhysioNet,1,PhysioNet:S10,0,0.7163641,0.83484405,0.661093,0.9907268142941279
PhysioNet,1,PhysioNet:S10,0,0.74792296,0.8664029,0.7109539,1.0617176433014341
PhysioNet,1,PhysioNet:S10,0,0.5794976,0.69797754,0.5883619,0.9542693729034084
PhysioNet,1,PhysioNet:S10,0,0.2486674,0.3671474,0.25197804,0.6770920591457472
PhysioNet,1,PhysioNet:S10,0,0.1834782,0.30195817,0.19823305,0.4425115695594306
PhysioNet,1,PhysioNet:S10,0,0.20401603,0.322496,0.2212276,0.33114324985857113
PhysioNet,1,PhysioNet:S10,0,0.1571776,0.27565756,0.20503463,0.3466664995180331
PhysioNet,1,PhysioNet:S10,0,0.13780239,0.25628236,0.15832315,0.32249033097222557
PhysioNet,1,PhysioNet:S10,0,0.52898383,0.6474638,0.4454198,0.23742969865081287
PhysioNet,1,PhysioNet:S10,1,0.75827044,0.8767504,0.8208759,0.4214064185618267
PhysioNet,1,PhysioNet:S10,1,0.80917054,0.9276505,0.8472477,0.8784566334801389
PhysioNet,1,PhysioNet:S10,1,0.9182355,1.0367155,0.9150296,0.944670121454311
PhysioNet,1,PhysioNet:S10,0,0.5473859,0.66586584,0.53019804,1.0922037757343062
PhysioNet,1,PhysioNet:S10,0,0.21627152,0.3347515,0.30797234,0.8431679203391493
PhysioNet,1,PhysioNet:S10,0,0.28767398,0.40615395,0.29991293,0.8175004533868047
PhysioNet,1,PhysioNet:S10,0,0.12351405,0.24199402,0.15461913,0.2904687387402092
PhysioNet,1,PhysioNet:S10,0,0.28906745,0.4075474,0.28520447,0.16773532153690285
PhysioNet,1,PhysioNet:S10,0,0.30405846,0.42253843,0.30899474,-0.03632210884389808
PhysioNet,1,PhysioNet:S10,0,0.120131105,0.23861107,0.14173211,-0.05158416327868198
PhysioNet,1,PhysioNet:S10,0,0.11854733,0.23702729,0.08328708,-0.09485229792265781
PhysioNet,1,PhysioNet:S10,0,0.22440007,0.34288004,0.2055219,0.12718122052903102
PhysioNet,1,PhysioNet:S10,0,0.18043058,0.29891056,0.13916883,0.22187319162077568
PhysioNet,1,PhysioNet:S10,0,0.124713585,0.24319357,0.20361027,0.24829920991409282
PhysioNet,1,PhysioNet:S11,0,0.0073200027,-0.006444514,0.0066105966,0.4708418195732047
PhysioNet,1,PhysioNet:S11,1,0.78394485,0.77018034,0.724806,1.4114296310261667
PhysioNet,1,PhysioNet:S11,0,0.4285799,0.4148154,0.43768474,1.0921449164935093
PhysioNet,1,PhysioNet:S11,0,0.08118682,0.06742233,0.0866315,1.0531110306623752
PhysioNet,1,PhysioNet:S11,0,0.13309008,0.11932558,0.13063148,0.9950636005809983
PhysioNet,1,PhysioNet:S11,0,0.12579039,0.11202589,0.11886135,0.8730926568144395
PhysioNet,1,PhysioNet:S11,0,0.12955888,0.11579436,0.118280694,0.786896455111328
PhysioNet,1,PhysioNet:S11,0,0.26988533,0.25612083,0.24574167,0.784547503856805
