dataset,k,subject_uid,y,source_only,threshold,refit,support_only
PhysioNet,1,PhysioNet:S02,0,0.805712,1.0829612,0.8502394,0.48964508944159246
PhysioNet,1,PhysioNet:S02,0,0.8979134,1.1751627,0.9233386,0.4673260669845831
PhysioNet,1,PhysioNet:S02,0,0.47767875,0.754928,0.5208791,0.16866440282329043
PhysioNet,1,PhysioNet:S02,1,0.9557504,1.2329997,0.960584,0.9857249942876923
PhysioNet,1,PhysioNet:S02,1,0.7666656,1.0439148,0.8610354,1.0345953672675625
PhysioNet,1,PhysioNet:S02,0,0.7204102,0.99765944,0.73242104,0.6835699701650142
PhysioNet,1,PhysioNet:S02,0,0.12908971,0.40633896,0.14583726,0.5950894971445986
PhysioNet,1,PhysioNet:S02,0,0.12232343,0.39957267,0.072582185,0.7399579936647884
PhysioNet,1,PhysioNet:S02,0,0.23223482,0.50948405,0.33594513,0.9178449741937934
PhysioNet,1,PhysioNet:S02,0,0.51435494,0.79160416,0.64270234,1.0118018803373663
PhysioNet,1,PhysioNet:S02,0,0.24243787,0.5196871,0.3112539,0.7982622682646057
PhysioNet,1,PhysioNet:S02,0,0.41328394,0.69053316,0.4238911,0.020282303609396646
PhysioNet,1,PhysioNet:S02,0,0.12941961,0.40666884,0.19683775,0.44234782711852727
PhysioNet,1,PhysioNet:S02,0,0.06112485,0.33837408,0.04648291,0.555524024067007
PhysioNet,1,PhysioNet:S02,0,0.046109106,0.32335836,0.06215112,0.8155124243735343
PhysioNet,1,PhysioNet:S02,0,0.035209175,0.31245843,0.05343447,0.7507510766944657
PhysioNet,1,PhysioNet:S03,0,0.15720463,-0.25785935,0.15049656,0.2759581457764335
PhysioNet,1,PhysioNet:S03,0,0.03109409,-0.3839699,0.02705226,0.14739361162447495
PhysioNet,1,PhysioNet:S03,0,0.09410654,-0.32095742,0.0983012,0.15317403440037225
PhysioNet,1,PhysioNet:S03,0,0.17363794,-0.24142605,0.2195226,0.13827330494337176
PhysioNet,1,PhysioNet:S03,0,0.112394966,-0.302669,0.09806216,0.20200278214808165
PhysioNet,1,PhysioNet:S03,1,0.90197146,0.48690748,0.9074105,1.5123905929602164
PhysioNet,1,PhysioNet:S03,1,0.8803252,0.46526122,0.79046756,0.4944982888403515
PhysioNet,1,PhysioNet:S03,0,0.71669406,0.30163008,0.6890644,0.7763714499250257
PhysioNet,1,PhysioNet:S03,0,0.08068659,-0.3343774,0.12682776,0.09035163720088502
PhysioNet,1,PhysioNet:S03,0,0.08180522,-0.33325875,0.10433865,0.17701983386464137
PhysioNet,1,PhysioNet:S03,0,0.09979768,-0.3152663,0.11539242,0.08895194680698437
PhysioNet,1,PhysioNet:S03,0,0.19665742,-0.21840656,0.16341265,0.11310599741346139
PhysioNet,1,PhysioNet:S03,0,0.059060648,-0.35600334,0.07929163,0.4068135361493146
PhysioNet,1,PhysioNet:S03,0,0.02709506,-0.3879689,0.034585882,0.546085401895672
PhysioNet,1,PhysioNet:S03,0,0.55684686,0.14178288,0.52910954,-0.15247996436751288
PhysioNet,1,PhysioNet:S03,0,0.40552142,-0.009542584,0.39912212,0.04236078587239844
PhysioNet,1,PhysioNet:S03,0,0.1653559,-0.24970806,0.11879932,0.14413055484216342
PhysioNet,1,PhysioNet:S03,0,0.16015764,-0.25490636,0.18313518,0.10403443776334198
PhysioNet,1,PhysioNet:S04,0,0.01797332,-0.055722713,0.040989466,-0.5313952663400194
PhysioNet,1,PhysioNet:S04,0,0.04009114,-0.03360486,0.08004004,-0.4462962993775397
PhysioNet,1,PhysioNet:S04,0,0.049537316,-0.024158716,0.04191709,-0.5152830925111174
PhysioNet,1,PhysioNet:S04,0,0.052617338,-0.021078706,0.049489416,-0.4092448081475042
PhysioNet,1,PhysioNet:S04,0,0.06451375,-0.009182274,0.05245211,-0.3199562192556593
PhysioNet,1,PhysioNet:S04,1,0.8122439,0.73854786,0.85143185,1.2390527603948496
PhysioNet,1,PhysioNet:S04,1,0.9263096,0.85261357,0.9628691,1.2622690876412015
PhysioNet,1,PhysioNet:S04,0,0.5480187,0.47432268,0.5710546,-0.050979666447371175
PhysioNet,1,PhysioNet:S04,0,0.16315456,0.089458525,0.099831566,-0.9672982068723743
PhysioNet,1,PhysioNet:S04,0,0.10028024,0.026584208,0.048410263,-1.0607427396314195
PhysioNet,1,PhysioNet:S04,0,0.04559491,-0.028101087,0.029413197,-0.980278946185271
PhysioNet,1,PhysioNet:S04,0,0.13481914,0.061123133,0.07646055,-0.9058635630454817
PhysioNet,1,PhysioNet:S04,0,0.13248417,0.05878815,0.08546591,-0.8477681290173489
PhysioNet,1,PhysioNet:S04,0,0.058355864,-0.015340149,0.04867103,-0.8766949242088895
PhysioNet,1,PhysioNet:S04,0,0.16563034,0.09193432,0.15566848,-0.850530997489348
PhysioNet,1,PhysioNet:S04,0,0.044646557,-0.029049456,0.050900828,-0.8092848508477166
PhysioNet,1,PhysioNet:S04,0,0.06061588,-0.01308012,0.07072103,-0.6557354981530088
PhysioNet,1,PhysioNet:S04,0,0.9275781,0.8538821,0.91269755,0.5504033461521003
PhysioNet,1,PhysioNet:S04,0,0.90089905,0.82720304,0.88867587,-0.11254091590630177
PhysioNet,1,PhysioNet:S04,0,0.084231324,0.0105353,0.054844268,-0.8392112614157787
PhysioNet,1,PhysioNet:S04,0,0.34502625,0.27133024,0.2714077,-0.8041471424197488
PhysioNet,1,PhysioNet:S04,0,0.69601786,0.62232184,0.7322654,-0.2519575135442538
PhysioNet,1,PhysioNet:S05,0,0.036486667,0.07942578,0.048674583,0.4480957789052338
PhysioNet,1,PhysioNet:S05,0,0.92910075,0.9720399,0.9563496,0.9496222663698501
PhysioNet,1,PhysioNet:S05,0,0.7915219,0.83446103,0.79802704,1.259335698043917
PhysioNet,1,PhysioNet:S05,0,0.35761535,0.40055448,0.27690282,0.7678897915912859
PhysioNet,1,PhysioNet:S05,0,0.2956478,0.33858693,0.28197974,0.7218253106525703
PhysioNet,1,PhysioNet:S05,0,0.4052488,0.44818792,0.4001447,0.6870210022063128
PhysioNet,1,PhysioNet:S05,0,0.10883213,0.15177125,0.059184283,0.6208389216600456
PhysioNet,1,PhysioNet:S05,0,0.20955393,0.25249305,0.21054098,0.6030562761375178
PhysioNet,1,PhysioNet:S05,0,0.10768824,0.15062737,0.13234538,0.623620745731289
PhysioNet,1,PhysioNet:S05,0,0.025528463,0.06846759,0.02458438,0.29302084546302476
PhysioNet,1,PhysioNet:S05,0,0.24268828,0.28562742,0.25576645,0.41438783353691955
PhysioNet,1,PhysioNet:S05,1,0.24817671,0.29111582,0.25834432,0.45670909346014965
PhysioNet,1,PhysioNet:S05,1,0.46945053,0.51238966,0.61732656,0.7259123113085532
PhysioNet,1,PhysioNet:S05,1,0.78900456,0.8319437,0.8308557,1.0788101875204574
PhysioNet,1,PhysioNet:S05,1,0.74960524,0.79254436,0.6906028,0.6368162225747542
PhysioNet,1,PhysioNet:S05,0,0.4052969,0.44823602,0.44928473,0.65125630870518
PhysioNet,1,PhysioNet:S05,0,0.1397044,0.18264353,0.15433961,0.5357750728492261
PhysioNet,1,PhysioNet:S05,0,0.12310993,0.16604906,0.18084745,0.5689904574218376
PhysioNet,1,PhysioNet:S05,0,0.17197558,0.21491471,0.17506653,0.5791467352702784
PhysioNet,1,PhysioNet:S05,0,0.2184564,0.2613955,0.16831784,0.892089751450469
PhysioNet,1,PhysioNet:S05,0,0.50491744,0.54785657,0.46937636,0.4977762491943044
PhysioNet,1,PhysioNet:S06,0,0.014278182,0.16164556,0.0151449675,0.7478841530874181
PhysioNet,1,PhysioNet:S06,0,0.01197392,0.1593413,0.003527345,-0.15649045218621227
PhysioNet,1,PhysioNet:S06,0,0.49092764,0.63829505,0.48841512,1.2661910705919475
PhysioNet,1,PhysioNet:S06,0,0.17131352,0.3186809,0.23954383,1.2200338959618864
PhysioNet,1,PhysioNet:S06,0,0.6503749,0.79774225,0.6365199,1.0459753190548242
PhysioNet,1,PhysioNet:S06,0,0.1509386,0.298306,0.14084682,0.7789187051217683
PhysioNet,1,PhysioNet:S06,0,0.25980124,0.40716863,0.2729507,0.9160135077742475
PhysioNet,1,PhysioNet:S06,0,0.8211865,0.9685539,0.80341923,1.131435598138699
PhysioNet,1,PhysioNet:S06,0,0.30432072,0.4516881,0.30530846,1.1219379640572316
PhysioNet,1,PhysioNet:S06,0,0.87275857,1.020126,0.8354316,1.2819791588975937
PhysioNet,1,PhysioNet:S06,0,0.90220004,1.0495675,0.90359247,1.3670851650504867
PhysioNet,1,PhysioNet:S06,1,0.91128063,1.058648,0.90043074,1.2439341947848344
PhysioNet,1,PhysioNet:S06,1,0.9664248,1.1137922,0.96110004,1.3051746464107314
PhysioNet,1,PhysioNet:S06,1,0.9814848,1.1288521,0.9711204,1.3342047994484694
PhysioNet,1,PhysioNet:S06,0,0.8928997,1.0402671,0.879246,1.2890561803111187
PhysioNet,1,PhysioNet:S06,0,0.63710445,0.78447187,0.72391504,1.212685375116265
PhysioNet,1,PhysioNet:S06,0,0.5555499,0.70291734,0.5534548,1.1129135336352352
PhysioNet,1,PhysioNet:S06,0,0.55244166,0.6998091,0.5997409,1.0873620827239618
PhysioNet,1,PhysioNet:S06,0,0.13900599,0.28637338,0.18200089,1.1399429290660275
PhysioNet,1,PhysioNet:S06,0,0.059649926,0.2070173,0.054743905,0.986479840508818
PhysioNet,1,PhysioNet:S06,0,0.37595558,0.52332294,0.40710583,1.148624181188769
PhysioNet,1,PhysioNet:S06,0,0.2972084,0.4445758,0.28442642,1.151041339093796
PhysioNet,1,PhysioNet:S06,0,0.5960171,0.7433845,0.57286364,1.1967509169806962
PhysioNet,1,PhysioNet:S07,0,0.109257296,-0.1427272,0.06361001,1.5919147934656932
PhysioNet,1,PhysioNet:S07,0,0.09101022,-0.16097426,0.061515097,1.8904463361560886
PhysioNet,1,PhysioNet:S07,0,0.0864342,-0.16555029,0.057515025,2.0091238297503313
PhysioNet,1,PhysioNet:S07,0,0.12351082,-0.12847364,0.09303725,2.033884899505618
PhysioNet,1,PhysioNet:S07,0,0.24750316,-0.0044813156,0.21170643,1.4901044470784632
PhysioNet,1,PhysioNet:S07,0,0.25520435,0.0032198727,0.23424983,1.7752516852239266
PhysioNet,1,PhysioNet:S07,0,0.24803734,-0.003947139,0.27447942,1.9441290957451212
PhysioNet,1,PhysioNet:S07,0,0.17843585,-0.073548615,0.1790147,1.925781786055654
PhysioNet,1,PhysioNet:S07,0,0.78501797,0.5330335,0.74422014,2.101188324237093
PhysioNet,1,PhysioNet:S07,1,0.8208151,0.5688306,0.73208827,1.2395331481406866
PhysioNet,1,PhysioNet:S07,1,0.7674059,0.51542145,0.9093304,1.9687226977325054
PhysioNet,1,PhysioNet:S07,1,0.8089543,0.5569698,0.84087783,2.149264189036477
PhysioNet,1,PhysioNet:S07,0,0.50463116,0.25264668,0.39800817,1.044660063677736
PhysioNet,1,PhysioNet:S07,0,0.33243456,0.08045009,0.32705724,1.5970130726212255
PhysioNet,1,PhysioNet:S07,0,0.2426108,-0.009373665,0.21893278,0.6347531396448003
PhysioNet,1,PhysioNet:S07,0,0.3052591,0.05327463,0.20972925,0.04054950258766188
PhysioNet,1,PhysioNet:S07,0,0.2924815,0.040497035,0.3142959,1.3274814979091751
PhysioNet,1,PhysioNet:S07,0,0.8681571,0.6161726,0.84113497,1.1216630878925042
PhysioNet,1,PhysioNet:S07,0,0.933704,0.68171954,0.9078853,1.166084343166851
PhysioNet,1,PhysioNet:S07,0,0.80413157,0.5521471,0.88705295,1.8474515329887415
PhysioNet,1,PhysioNet:S08,0,0.11297723,0.18547624,0.09467652,1.2465956742869362
PhysioNet,1,PhysioNet:S08,0,0.07119062,0.14368963,0.07234708,1.1183413015532448
PhysioNet,1,PhysioNet:S08,0,0.10510678,0.17760578,0.12179078,0.9697132849370547
PhysioNet,1,PhysioNet:S08,0,0.06188581,0.13438481,0.0760035,0.7342087723485766
PhysioNet,1,PhysioNet:S08,0,0.062316097,0.1348151,0.058626663,0.46357072282536804
PhysioNet,1,PhysioNet:S08,0,0.052550334,0.12504935,0.05175284,0.43131788753615563
PhysioNet,1,PhysioNet:S08,0,0.07232878,0.14482778,0.07363553,0.24849667945730047
PhysioNet,1,PhysioNet:S08,1,0.49212712,0.5646261,0.49562982,1.241962360634589
PhysioNet,1,PhysioNet:S08,1,0.78799635,0.8604953,0.81650615,0.317765966923492
PhysioNet,1,PhysioNet:S08,1,0.85136503,0.923864,0.8774107,0.21785292359638997
PhysioNet,1,PhysioNet:S08,1,0.850354,0.922853,0.8848047,0.10565835292045755
PhysioNet,1,PhysioNet:S08,0,0.9204561,0.9929551,0.9133918,0.24997214531965706
PhysioNet,1,PhysioNet:S08,0,0.47248408,0.5449831,0.45563355,0.07502666941013114
PhysioNet,1,PhysioNet:S08,0,0.100675546,0.17317456,0.08214856,0.36361616400445906
PhysioNet,1,PhysioNet:S08,0,0.0695541,0.1420531,0.06320921,-0.20414130311659484
PhysioNet,1,PhysioNet:S08,0,0.1939635,0.2664625,0.17617615,-0.5880484490853028
PhysioNet,1,PhysioNet:S08,0,0.13295516,0.20545417,0.1028656,-0.1502089654181631
PhysioNet,1,PhysioNet:S08,0,0.03506299,0.107562006,0.026178692,0.12771383825196891
PhysioNet,1,PhysioNet:S09,0,0.7199367,0.91145444,0.78617436,0.43438220545685513
PhysioNet,1,PhysioNet:S09,0,0.6571805,0.8486982,0.6639717,0.3392959794991106
PhysioNet,1,PhysioNet:S09,0,0.7106324,0.9021501,0.6982204,0.5534176179542081
PhysioNet,1,PhysioNet:S09,0,0.80364805,0.99516577,0.84532475,0.5664159644981772
PhysioNet,1,PhysioNet:S09,0,0.7736461,0.9651638,0.8328477,0.6487907384213658
PhysioNet,1,PhysioNet:S09,1,0.97100025,1.162518,0.9789017,0.802480550506818
PhysioNet,1,PhysioNet:S09,1,0.9693689,1.1608865,0.9677576,0.7377976204425403
PhysioNet,1,PhysioNet:S09,0,0.27840096,0.46991867,0.26449165,0.7754145481828827
PhysioNet,1,PhysioNet:S09,0,0.13649112,0.32800883,0.032156985,-0.5335272369474457
PhysioNet,1,PhysioNet:S09,0,0.37017,0.5616877,0.6152733,-0.049421355123669186
PhysioNet,1,PhysioNet:S09,0,0.42095393,0.61247164,0.49649337,-0.20836510316753665
PhysioNet,1,PhysioNet:S09,0,0.38239694,0.57391465,0.48515603,0.006952050837851886
PhysioNet,1,PhysioNet:S09,0,0.35856763,0.5500853,0.50226086,-0.18168531705048618
PhysioNet,1,PhysioNet:S09,0,0.35721937,0.54873705,0.4843663,-0.2776329872188734
PhysioNet,1,PhysioNet:S09,0,0.3902378,0.5817555,0.39419264,-0.06647027869538169
PhysioNet,1,PhysioNet:S09,0,0.29853684,0.49005455,0.35021514,-0.015420400221353714
PhysioNet,1,PhysioNet:S09,0,0.3702424,0.56176007,0.40528554,0.26191778231091023
PhysioNet,1,PhysioNet:S10,0,0.01427266,0.033129424,0.018524887,0.4827768361080844
PhysioNet,1,PhysioNet:S10,0,0.016517421,0.035374194,0.01669829,0.47236982637395486
PhysioNet,1,PhysioNet:S10,0,0.01731183,0.036168605,0.015524827,0.4366730723094725
PhysioNet,1,PhysioNet:S10,0,0.0384786,0.057335377,0.034804624,0.21348787862455643
PhysioNet,1,PhysioNet:S10,0,0.0217089,0.04056567,0.015972322,0.19105202684596678
PhysioNet,1,PhysioNet:S10,1,0.7487674,0.76762414,0.78545946,0.57304000481134
PhysioNet,1,PhysioNet:S10,1,0.89251286,0.9113696,0.8941503,0.5987717547220799
PhysioNet,1,PhysioNet:S10,0,0.853862,0.87271875,0.82909656,0.4106939797330218
PhysioNet,1,PhysioNet:S10,0,0.8818149,0.90067166,0.8183376,-0.08819704771136005
PhysioNet,1,PhysioNet:S10,0,0.7163641,0.73522085,0.70496273,-0.26146977124288895
PhysioNet,1,PhysioNet:S10,0,0.74792296,0.7667797,0.7369661,-0.3150309604132715
PhysioNet,1,PhysioNet:S10,0,0.5794976,0.59835434,0.49023345,-0.09385826815969711
PhysioNet,1,PhysioNet:S10,0,0.5473859,0.56624264,0.48446733,0.2750466582731843
PhysioNet,1,PhysioNet:S10,0,0.21627152,0.23512828,0.28842425,0.10167675883526406
PhysioNet,1,PhysioNet:S10,0,0.28767398,0.30653074,0.31985477,-0.14451271746828454
PhysioNet,1,PhysioNet:S10,0,0.12351405,0.14237082,0.10911815,-0.4456714161319403
PhysioNet,1,PhysioNet:S10,0,0.28906745,0.3079242,0.26550892,-0.21344974570651298
PhysioNet,1,PhysioNet:S10,0,0.30405846,0.32291523,0.5457696,-0.07673905568788586
PhysioNet,1,PhysioNet:S10,0,0.120131105,0.13898787,0.043469008,-0.2258336458476644
PhysioNet,1,PhysioNet:S10,0,0.11854733,0.13740408,0.027378984,-0.061781865443282125
PhysioNet,1,PhysioNet:S10,0,0.22440007,0.24325684,0.21766177,-0.03992210660128337
PhysioNet,1,PhysioNet:S10,0,0.18043058,0.19928735,0.14342377,-0.07306355792549635
PhysioNet,1,PhysioNet:S10,0,0.124713585,0.14357036,0.21301307,0.08247268359816107
PhysioNet,1,PhysioNet:S11,0,0.06996467,0.028287321,0.090886,0.6484833540451682
PhysioNet,1,PhysioNet:S11,0,0.030459838,-0.011217535,0.028032701,-0.14218970141021336
PhysioNet,1,PhysioNet:S11,0,0.03609553,-0.005581856,0.026430378,-0.15876268919554337
PhysioNet,1,PhysioNet:S11,0,0.0073200027,-0.03435737,0.00741983,-0.5493465485931459
PhysioNet,1,PhysioNet:S11,1,0.78394485,0.7422675,0.7633165,0.18701898317022125
PhysioNet,1,PhysioNet:S11,0,0.4285799,0.38690254,0.41238827,0.6530786448975322
PhysioNet,1,PhysioNet:S11,0,0.064567305,0.022889942,0.052282922,-0.6871018717557611
PhysioNet,1,PhysioNet:S11,0,0.07640947,0.034732103,0.09253753,0.27855378350979176
PhysioNet,1,PhysioNet:S11,1,0.5600183,0.51834095,0.53179836,1.256841228570014
PhysioNet,1,PhysioNet:S11,1,0.9013165,0.85963917,0.92099786,1.0424270782812697
PhysioNet,1,PhysioNet:S11,1,0.5164986,0.47482127,0.44806594,0.8127699780213977
PhysioNet,1,PhysioNet:S11,1,0.31636184,0.2746845,0.36671788,0.6925961644603773
PhysioNet,1,PhysioNet:S11,0,0.29914737,0.25747,0.37007222,0.9110096803621435
PhysioNet,1,PhysioNet:S11,0,0.5439881,0.50231075,0.55512875,0.6042701945587099
PhysioNet,1,PhysioNet:S11,0,0.751004,0.7093266,0.7855504,0.6734093407780571
PhysioNet,1,PhysioNet:S11,0,0.43617585,0.3944985,0.34654137,0.41263639361951854
PhysioNet,1,PhysioNet:S11,0,0.37454647,0.3328691,0.35183516,-0.17123345865688078
PhysioNet,1,PhysioNet:S11,0,0.1783354,0.13665804,0.18840858,-0.47197928682738166
PhysioNet,1,PhysioNet:S11,0,0.33504725,0.2933699,0.23728463,-0.0835829203385069
PhysioNet,1,PhysioNet:S12,0,0.007112709,-0.29963142,0.008424716,0.33560010432790666
PhysioNet,1,PhysioNet:S12,0,0.008024221,-0.29871988,0.010580962,0.24570007847368158
PhysioNet,1,PhysioNet:S12,0,0.025005385,-0.2817387,0.023173237,0.052357162821020875
PhysioNet,1,PhysioNet:S12,0,0.03529714,-0.27144694,0.035150547,-0.031661780111738036
PhysioNet,1,PhysioNet:S12,0,0.44888297,0.14213887,0.369005,0.04019447405934806
PhysioNet,1,PhysioNet:S12,0,0.6201931,0.31344903,0.6905175,-0.1901871179656499
PhysioNet,1,PhysioNet:S12,0,0.7203518,0.41360772,0.81428695,-0.20362924192777987
PhysioNet,1,PhysioNet:S12,0,0.11253403,-0.19421005,0.09114803,-0.25325419152418727
PhysioNet,1,PhysioNet:S12,0,0.024087377,-0.28265673,0.0114844795,-0.14149624213983936
PhysioNet,1,PhysioNet:S12,1,0.95547074,0.64872664,0.9696723,0.3200821094979781
PhysioNet,1,PhysioNet:S12,1,0.9620724,0.6553283,0.97676796,0.4508001171948778
PhysioNet,1,PhysioNet:S12,1,0.7745145,0.4677704,0.8488133,0.9321511753293293
PhysioNet,1,PhysioNet:S12,0,0.5825868,0.27584273,0.4650358,1.1941094918597992
PhysioNet,1,PhysioNet:S12,0,0.2587834,-0.0479607,0.2546718,1.0408785490403383
PhysioNet,1,PhysioNet:S12,0,0.06785625,-0.23888785,0.063313015,0.5180475940645977
PhysioNet,1,PhysioNet:S12,0,0.03616441,-0.2705797,0.050433762,0.532542342017509
PhysioNet,1,PhysioNet:S12,0,0.28702664,-0.019717455,0.37801266,0.1891786839884959
PhysioNet,1,PhysioNet:S12,0,0.77739686,0.47065276,0.8526764,-0.12507148839655413
PhysioNet,1,PhysioNet:S12,0,0.24933402,-0.05741006,0.35378867,0.45655732796338944
PhysioNet,1,PhysioNet:S12,0,0.032244127,-0.27449995,0.04217099,0.7089570349638303
PhysioNet,1,PhysioNet:S12,0,0.0084357895,-0.2983083,0.012918186,0.7593884798706994
PhysioNet,1,PhysioNet:S12,0,0.017140161,-0.28960395,0.013875857,0.5864430802027145
PhysioNet,1,PhysioNet:S13,0,0.2436419,0.18005675,0.17638211,-0.10105871996437177
PhysioNet,1,PhysioNet:S13,0,0.09386774,0.030282587,0.14536628,-0.3579780343445498
PhysioNet,1,PhysioNet:S13,0,0.14038707,0.076801896,0.17502303,-0.42840924420994597
PhysioNet,1,PhysioNet:S13,0,0.2836399,0.22005475,0.2229822,-0.7663808479691445
PhysioNet,1,PhysioNet:S13,0,0.20837009,0.14478493,0.1812871,-0.5110579966662685
PhysioNet,1,PhysioNet:S13,0,0.7735718,0.7099866,0.7788744,0.22177407590887532
PhysioNet,1,PhysioNet:S13,0,0.3427371,0.27915195,0.2669472,-0.07548176415646402
PhysioNet,1,PhysioNet:S13,0,0.5311244,0.46753925,0.57574576,-0.19450138998470057
PhysioNet,1,PhysioNet:S13,0,0.19298798,0.12940282,0.17367546,-0.21252895298408658
PhysioNet,1,PhysioNet:S13,0,0.2394517,0.17586654,0.31643295,-0.4241763433207476
PhysioNet,1,PhysioNet:S13,1,0.8371863,0.7736011,0.7437438,0.8863878230807922
PhysioNet,1,PhysioNet:S13,1,0.78782374,0.7242386,0.75991505,1.7706523738544022
PhysioNet,1,PhysioNet:S13,1,0.89381546,0.8302303,0.95072675,2.009561355124747
PhysioNet,1,PhysioNet:S13,0,0.83984685,0.7762617,0.81335086,1.0904705243596167
PhysioNet,1,PhysioNet:S13,0,0.9346836,0.87109846,0.9325473,0.9603422636302217
