window_id,p_cond3_exercise,p_cond3_Hyperventilation,p_cond3_UBFC Control task,p_cond3_Campanella Manual task,p_cond3_EPM Fear,p_cond3_EPM Anger
25,0.3276877760887146,0.18980225473642348,0.17768678963184356,0.2113646000623703,0.19252971708774566,0.1882029414176941
26,0.5416517555713654,0.41713457703590395,0.4025596261024475,0.3731393814086914,0.45294074416160585,0.4256002247333527
27,0.1864398241043091,0.10695229917764663,0.11650895178318024,0.1288905292749405,0.10273015648126602,0.11190821528434754
28,0.12781801968812942,0.05086409747600555,0.055178682506084445,0.07030588462948799,0.052324648946523666,0.052290760725736615
29,0.31572977900505067,0.21658425331115722,0.20526390373706818,0.25295992791652677,0.2097260445356369,0.21129265427589417
30,0.41211875677108767,0.3004565864801407,0.2794800192117691,0.30612973868846893,0.25886604487895964,0.28697645366191865
31,0.43225666880607605,0.24897151291370392,0.2366991475224495,0.25401243269443513,0.2304534301161766,0.2465113639831543
32,0.5516064286231994,0.34382660388946534,0.2982052266597748,0.37041707932949064,0.28571417927742004,0.3352282702922821
33,0.32345624566078185,0.1712411567568779,0.1426374137401581,0.20068425834178924,0.17567577660083772,0.16874048709869385
34,0.3215288996696472,0.16103100031614304,0.14928199201822281,0.18844412863254548,0.16860539764165877,0.17402587980031967
35,0.415578281879425,0.24725240468978882,0.25070159435272216,0.28924132585525514,0.22178724110126496,0.2639890044927597
36,0.4208188712596893,0.24289771616458894,0.2486541211605072,0.27923191487789156,0.25938567221164704,0.2582189440727234
37,0.6612126946449279,0.5265369653701782,0.47397996187210084,0.5194029033184051,0.45554344058036805,0.5101875960826874
38,0.3556195557117462,0.2910606175661087,0.2574365437030792,0.33075831532478334,0.2097608357667923,0.2594649732112885
39,0.24324808716773988,0.15998247563838958,0.15218801498413087,0.17852144539356232,0.13539739996194838,0.14539343267679214
40,0.23432766497135163,0.15740934312343596,0.15061546564102174,0.15525870621204377,0.15247087478637694,0.1585482120513916
41,0.22618722319602966,0.14573391526937485,0.12204421013593673,0.14397475123405457,0.10629051253199577,0.1345369726419449
42,0.19701655954122543,0.09753579497337342,0.10027666091918945,0.10901910066604614,0.10918583646416664,0.09685283452272415
43,0.17400024831295013,0.0846634067595005,0.08343325927853584,0.09950011074543,0.07339210286736489,0.08052493780851364
44,0.1802254796028137,0.09642689526081086,0.09879215508699417,0.1171278178691864,0.0887046605348587,0.09794164076447487
45,0.1653947874903679,0.06435838341712952,0.0752877026796341,0.0804284743964672,0.0733541078865528,0.06581391021609306
46,0.16897255629301072,0.07219197154045105,0.077398831397295,0.09710468500852584,0.06928803473711014,0.07212058752775193
47,0.16236464083194732,0.07542752623558044,0.08072900474071502,0.09618643000721931,0.07122048139572143,0.07014805004000664
48,0.18466448783874512,0.08785171583294868,0.08693264871835708,0.1067882314324379,0.08623624294996261,0.09098367840051651
49,0.2274554044008255,0.17438127100467682,0.14532241225242615,0.18398583233356475,0.14777205586433412,0.1446993663907051
50,0.184294992685318,0.13476756513118743,0.12536895424127578,0.14704047590494157,0.1221233382821083,0.12501145899295807
51,0.20339505970478058,0.137896391749382,0.13602274507284165,0.14448452591896058,0.12463537752628326,0.12663330361247063
52,0.21106706708669662,0.1149201214313507,0.11516115963459014,0.12496345192193985,0.12168977111577987,0.11017118617892266
53,0.17531120479106904,0.08466479778289795,0.09723531603813171,0.10711217671632767,0.09618993550539016,0.08699634522199631
54,0.19796749353408813,0.13470378518104553,0.12181390374898911,0.15316583812236786,0.10876681208610535,0.12317459434270858
55,0.22851715385913848,0.14814475327730178,0.13758247792720796,0.1542516231536865,0.12999581843614577,0.14037662744522095
56,0.23019660711288453,0.15381055772304536,0.1392175853252411,0.1573396474123001,0.12048670649528503,0.12443218976259232
57,0.23045730590820312,0.14430003464221955,0.1294979691505432,0.1413094162940979,0.11908335834741593,0.11404792964458466
58,0.2276110827922821,0.1558339238166809,0.1363939017057419,0.1537739545106888,0.12080259174108506,0.12719252407550813
59,0.18371739387512206,0.10352092683315277,0.10506900995969773,0.13287101238965987,0.09087336212396621,0.10143495947122574
60,0.18879227042198182,0.11751534193754196,0.11279016882181167,0.1390693500638008,0.10112201124429702,0.10908567160367966
61,0.7452324867248535,0.6724979877471924,0.6553687810897827,0.6262996554374695,0.6567553758621216,0.6483736872673035
62,0.7278450131416321,0.655242919921875,0.642057728767395,0.6130029559135437,0.6507336735725403,0.6324707508087158
63,0.8949466347694397,0.9063077092170715,0.8974992394447326,0.8781262278556824,0.8850753545761109,0.9018304944038391
64,0.3684370219707489,0.7516133427619934,0.8070480108261109,0.8011455655097961,0.803630256652832,0.775789201259613
65,0.7936610102653503,0.9407888293266297,0.9587538480758667,0.9345754504203796,0.9509107112884522,0.9499350905418396
66,0.9302384972572326,0.867729640007019,0.8688737630844117,0.8836326360702514,0.8780815720558166,0.8724854469299317
67,0.9011888265609741,0.8036469101905823,0.7943176984786987,0.768425714969635,0.8332774758338928,0.7991979837417602
68,0.8265421986579895,0.6339527130126953,0.6742668509483337,0.6853816270828247,0.6936872959136963,0.6768749594688416
69,0.9071283102035522,0.8630770206451416,0.8705599904060364,0.8908673167228699,0.8848074913024903,0.8556391835212708
70,0.9464591979980469,0.9305793762207031,0.931842589378357,0.9206777215003967,0.9286722540855408,0.9301514148712158
71,0.9045065879821778,0.8786033034324646,0.8918488144874572,0.8846615076065063,0.8705809712409973,0.8848887920379639
72,0.9189636826515197,0.907991349697113,0.9081214904785156,0.9095643520355224,0.9116181612014771,0.9083572149276733
73,0.908425760269165,0.8839282393455505,0.8746414542198181,0.8894301891326905,0.8824013113975525,0.8752124428749084
74,0.9229066610336304,0.9199141144752503,0.9183624148368835,0.8942733645439148,0.9129194498062134,0.9087034940719605
75,0.8618065118789673,0.8516137838363648,0.8487123966217041,0.8319951176643372,0.7936524748802185,0.8148436188697815
76,0.8478597283363343,0.7467435359954834,0.75417058467865,0.7375336050987243,0.6922306060791016,0.7115410566329956
77,0.7954333901405335,0.7465219259262085,0.7247701406478881,0.7373026132583618,0.6230722784996032,0.7123287916183472
78,0.75396648645401,0.5962434768676758,0.6132836937904358,0.6332029342651367,0.5186658561229706,0.6002116322517395
79,0.7489700675010681,0.5971156835556031,0.577596926689148,0.6311909437179566,0.5046693861484528,0.586229395866394
80,0.7795325636863708,0.7548579931259155,0.7043572783470153,0.7361478567123413,0.64397634267807,0.7049524664878846
81,0.7425168514251709,0.7192983388900757,0.6399980425834656,0.7145193815231323,0.6146132290363312,0.6886011838912964
82,0.8224680304527283,0.7616673350334168,0.7301762700080872,0.800027596950531,0.6707310795783996,0.7615144848823547
83,0.6627655863761902,0.44123268127441406,0.4576589524745941,0.5254309058189393,0.40759664177894595,0.4361889481544495
84,0.4757261395454407,0.37984047532081605,0.4280835032463074,0.46605120301246644,0.41635275483131406,0.4063876211643219
85,0.6243412733078003,0.40954849123954773,0.42320278882980344,0.376684832572937,0.41378227472305296,0.3967005550861359
86,0.6288762569427491,0.4114452600479126,0.4061004936695099,0.35011397004127504,0.4367903172969818,0.41013212203979493
87,0.6309123158454895,0.4120694279670715,0.41382145285606386,0.3583639323711395,0.4496981382369995,0.41661969423294065
88,0.6419929146766663,0.43655799627304076,0.45745894908905027,0.3937062442302704,0.46863991022109985,0.4309276282787323
89,0.6040960550308228,0.38562771677970886,0.409773463010788,0.34833444356918336,0.419946676492691,0.38713027238845826
90,0.6636035084724426,0.4786852955818176,0.5098696529865265,0.43106614947319033,0.5237252712249756,0.48585106134414674
91,0.6088483572006226,0.3950760543346405,0.4198780179023743,0.3582714259624481,0.42961073517799375,0.3889829456806183
92,0.6750298976898194,0.5025526523590088,0.5566577732563018,0.4704777240753174,0.5707361698150635,0.5192990481853486
93,0.6981640219688415,0.5245160281658172,0.5648346781730652,0.4427768588066101,0.5910737752914429,0.5430961966514587
94,0.7024013042449951,0.516908872127533,0.5509559988975525,0.43530531525611876,0.5950008273124695,0.550801569223404
95,0.7361759066581726,0.5683948636054993,0.5910721182823181,0.4898821175098419,0.6337228178977966,0.578554344177246
0,0.19699323177337646,0.06847389787435532,0.05074233189225197,0.07329410314559937,0.08035868406295776,0.04833218827843666
1,0.2703017592430115,0.10224580019712448,0.12380723655223846,0.13190127909183502,0.11246242374181747,0.1061231717467308
2,0.477374404668808,0.21359533071517944,0.2088279277086258,0.25156351923942566,0.3236929774284363,0.2235451638698578
3,0.6700407862663269,0.44448980689048767,0.5100869536399841,0.6504932045936584,0.4888060688972473,0.5232977867126465
4,0.6719608902931213,0.5747961401939392,0.47492802143096924,0.6063927412033081,0.5396136045455933,0.4821613132953644
5,0.3870036005973816,0.19946324825286865,0.23971590399742126,0.15251709520816803,0.2006201446056366,0.15962527692317963
6,0.6637119054794312,0.4347470700740814,0.3539831042289734,0.5771130323410034,0.45690980553627014,0.461345374584198
7,0.7045906186103821,0.5036183595657349,0.4073841869831085,0.6047588586807251,0.4439254403114319,0.47181791067123413
8,0.6598066091537476,0.36130058765411377,0.39377492666244507,0.393562912940979,0.377758264541626,0.4473351538181305
9,0.5441882610321045,0.29806187748908997,0.325678288936615,0.3380874991416931,0.32817643880844116,0.32217660546302795
10,0.5432955026626587,0.28510114550590515,0.3322962820529938,0.3815010190010071,0.29329657554626465,0.3736339509487152
11,0.9049541354179382,0.8740784525871277,0.8673930168151855,0.8429551124572754,0.8395937085151672,0.8912065029144287
12,0.835597813129425,0.8069654107093811,0.8398374319076538,0.7492101788520813,0.8010697960853577,0.8287598490715027
13,0.7702239751815796,0.6587188243865967,0.6838045716285706,0.6683326363563538,0.6551049947738647,0.6640287637710571
14,0.379109650850296,0.3174859285354614,0.34631893038749695,0.3072921633720398,0.37202325463294983,0.3584473729133606
15,0.47795405983924866,0.45876023173332214,0.4596673846244812,0.4827517867088318,0.44571810960769653,0.5124804973602295
16,0.42019590735435486,0.3457507789134979,0.41358673572540283,0.42269888520240784,0.2938501238822937,0.35307350754737854
17,0.33696451783180237,0.3002510070800781,0.30464985966682434,0.23547714948654175,0.2632693946361542,0.20472434163093567
18,0.2685195505619049,0.14897921681404114,0.16201715171337128,0.18151284754276276,0.144146129488945,0.1403532773256302
19,0.35857993364334106,0.19409780204296112,0.1778908520936966,0.30000466108322144,0.24790208041667938,0.21697911620140076
20,0.43300363421440125,0.34242314100265503,0.31877171993255615,0.3816777765750885,0.390266478061676,0.3161226809024811
21,0.44904428720474243,0.22336158156394958,0.2854342758655548,0.20268061757087708,0.2224445939064026,0.2259902060031891
22,0.3677706718444824,0.120534747838974,0.15622268617153168,0.12262001633644104,0.1716802567243576,0.12636685371398926
23,0.2885511815547943,0.24774552881717682,0.25127875804901123,0.26166126132011414,0.2528436481952667,0.24804100394248962
24,0.27853360772132874,0.16235090792179108,0.17804120481014252,0.14833925664424896,0.1641598492860794,0.19718168675899506
25,0.47220703959465027,0.39571553468704224,0.3633480966091156,0.30876481533050537,0.3597319424152374,0.37940889596939087
26,0.5013158321380615,0.3914164900779724,0.4433474540710449,0.3041805028915405,0.3695598542690277,0.3846125900745392
27,0.28813907504081726,0.18894225358963013,0.19170421361923218,0.23374731838703156,0.19229282438755035,0.23901183903217316
28,0.13144861161708832,0.07097280770540237,0.06967169046401978,0.07123537361621857,0.06711101531982422,0.0832110047340393
29,0.1637110412120819,0.05272302031517029,0.06820622831583023,0.057523827999830246,0.05258943885564804,0.060257211327552795
30,0.1919047087430954,0.09923140704631805,0.0861944705247879,0.1126583069562912,0.08834712952375412,0.10040289163589478
31,0.2313414067029953,0.30794253945350647,0.32879748940467834,0.49905669689178467,0.23620736598968506,0.32335302233695984
32,0.22972583770751953,0.12341418117284775,0.11217496544122696,0.12441924214363098,0.11838856339454651,0.10022224485874176
33,0.056044530123472214,0.026335537433624268,0.045939262956380844,0.030188119038939476,0.035331178456544876,0.032339803874492645
34,0.06729277223348618,0.038721054792404175,0.03870746120810509,0.039008885622024536,0.04025718942284584,0.04099379852414131
35,0.07258757948875427,0.029900675639510155,0.031804732978343964,0.033146508038043976,0.03973385691642761,0.03296468406915665
36,0.050574008375406265,0.024508530274033546,0.025903863832354546,0.037675224244594574,0.025632837787270546,0.030231671407818794
37,0.0791584700345993,0.09400719404220581,0.056643594056367874,0.08698587864637375,0.06097780168056488,0.06823952496051788
38,0.8512107729911804,0.8361307382583618,0.848838210105896,0.6940141916275024,0.839230477809906,0.8436817526817322
39,0.8575477004051208,0.8536866307258606,0.8628147840499878,0.7591809630393982,0.8501372933387756,0.8622115850448608
40,0.7178153395652771,0.6944602727890015,0.6870964169502258,0.6664475798606873,0.7061454057693481,0.6907080411911011
41,0.828833818435669,0.8435695767402649,0.8427342772483826,0.6879547238349915,0.8362390398979187,0.8294461965560913
42,0.828833818435669,0.8511860370635986,0.8501296043395996,0.7043203115463257,0.8462708592414856,0.8411120176315308
43,0.881956934928894,0.8983982801437378,0.8797156810760498,0.7683709859848022,0.8886537551879883,0.8906270861625671
44,0.78966224193573,0.7873140573501587,0.7336556315422058,0.5895113945007324,0.7059542536735535,0.7363117933273315
45,0.7621737718582153,0.7597624063491821,0.7220807075500488,0.6020830869674683,0.7317596673965454,0.7159215211868286
46,0.888146698474884,0.914425253868103,0.9008700251579285,0.8075816035270691,0.9098455905914307,0.9030933976173401
47,0.889543890953064,0.9080749750137329,0.8956722021102905,0.7866582870483398,0.910973846912384,0.904267430305481
48,0.7729429602622986,0.7203689217567444,0.7163185477256775,0.5350304841995239,0.7526548504829407,0.7446357607841492
49,0.8601897954940796,0.8084397912025452,0.8049165606498718,0.67366623878479,0.7954843044281006,0.8294839262962341
50,0.8395652174949646,0.7800351977348328,0.7905008792877197,0.6515390872955322,0.7661440968513489,0.7942264080047607
51,0.8995727896690369,0.8921492099761963,0.8736823797225952,0.8066666722297668,0.8857517242431641,0.9073455929756165
52,0.9160835146903992,0.9090297222137451,0.8918277621269226,0.8233423829078674,0.9034803509712219,0.919628381729126
53,0.9188039898872375,0.927238404750824,0.9311037659645081,0.8490949273109436,0.9109541773796082,0.9382004737854004
54,0.9282801747322083,0.9335821270942688,0.9357603788375854,0.9073208570480347,0.9237737059593201,0.9397192597389221
55,0.9239156246185303,0.9318013787269592,0.9480789303779602,0.9336119294166565,0.9452303051948547,0.9498188495635986
56,0.9079254865646362,0.9502285122871399,0.9556632041931152,0.9499762058258057,0.9582686424255371,0.9542837142944336
57,0.9196957945823669,0.9542887210845947,0.9599655270576477,0.9400314092636108,0.9713867902755737,0.9607611298561096
58,0.915692925453186,0.9280350208282471,0.9582662582397461,0.941712498664856,0.9677937626838684,0.9541680812835693
59,0.6281599402427673,0.3760647475719452,0.3749486207962036,0.3373339772224426,0.40056559443473816,0.389169842004776
60,0.7529928684234619,0.5667147636413574,0.5226778984069824,0.6014460921287537,0.5101567506790161,0.5768746137619019
61,0.8039063811302185,0.6823875308036804,0.6754524111747742,0.79096519947052,0.6805116534233093,0.7455082535743713
62,0.6919228434562683,0.5415109395980835,0.5348114967346191,0.43318885564804077,0.5475746393203735,0.5033076405525208
63,0.684196949005127,0.5607585310935974,0.6092179417610168,0.49050793051719666,0.5663327574729919,0.5503109097480774
64,0.6695888042449951,0.4868867099285126,0.4563070237636566,0.3753245770931244,0.4925585985183716,0.4353027641773224
65,0.7103313207626343,0.5981760621070862,0.5614546537399292,0.48128998279571533,0.5849186778068542,0.4898446798324585
66,0.6394014358520508,0.46545708179473877,0.4499044120311737,0.37772756814956665,0.4865504205226898,0.4464155435562134
67,0.6905609369277954,0.48428720235824585,0.4167861342430115,0.6017626523971558,0.3416033685207367,0.47113439440727234
68,0.4388030171394348,0.5767902731895447,0.49487438797950745,0.6992170810699463,0.545256495475769,0.5287955403327942
69,0.6158036589622498,0.3513789474964142,0.24140217900276184,0.4284283518791199,0.24948856234550476,0.39668986201286316
70,0.55655437707901,0.4309992790222168,0.4095609188079834,0.4122408926486969,0.43595561385154724,0.36075925827026367
71,0.25191330909729004,0.2156161367893219,0.24113716185092926,0.21774955093860626,0.1972689926624298,0.23147065937519073
72,0.27849408984184265,0.24976752698421478,0.26062408089637756,0.2685106098651886,0.22886551916599274,0.2663266360759735
73,0.29727792739868164,0.3279372751712799,0.25495368242263794,0.2406737357378006,0.23496632277965546,0.26737046241760254
74,0.2568129003047943,0.18088817596435547,0.174221932888031,0.18178361654281616,0.12658679485321045,0.19156332314014435
75,0.1524582952260971,0.07388290762901306,0.10352373868227005,0.0942799523472786,0.0782589316368103,0.09648851305246353
76,0.13229624927043915,0.05008435249328613,0.06404038518667221,0.04862651601433754,0.05912500247359276,0.062361184507608414
77,0.26304131746292114,0.1515568047761917,0.19146138429641724,0.1989806443452835,0.15970049798488617,0.17110751569271088
78,0.3071664273738861,0.2277737408876419,0.22032485902309418,0.27485373616218567,0.20348826050758362,0.2254457175731659
79,0.16495485603809357,0.06744515895843506,0.07004892826080322,0.0846017599105835,0.07537902891635895,0.0717630535364151
80,0.18362969160079956,0.09696263819932938,0.11431668698787689,0.15381675958633423,0.08276776224374771,0.10664477199316025
81,0.15694844722747803,0.04718479886651039,0.05882500857114792,0.048547375947237015,0.05653546750545502,0.04733498394489288
82,0.3651876747608185,0.29233402013778687,0.30332550406455994,0.28838446736335754,0.3283310532569885,0.31980228424072266
83,0.31211522221565247,0.17661301791667938,0.1817043274641037,0.145290806889534,0.21269872784614563,0.19730597734451294
84,0.18577030301094055,0.10474171489477158,0.10908232629299164,0.08434251695871353,0.11329253762960434,0.10253874957561493
85,0.1862553507089615,0.11818842589855194,0.13904041051864624,0.10041870176792145,0.12537819147109985,0.11256692558526993
86,0.17309759557247162,0.09000705927610397,0.08827719837427139,0.1226070299744606,0.0594625324010849,0.11233360320329666
87,0.11688411235809326,0.05674353241920471,0.07006771117448807,0.0705803781747818,0.057187341153621674,0.04415193572640419
88,0.08852087706327438,0.05216043069958687,0.049983855336904526,0.057604242116212845,0.03449610248208046,0.039329078048467636
89,0.18437916040420532,0.12835583090782166,0.1437581181526184,0.10041870176792145,0.13511769473552704,0.12520158290863037
90,0.18441040813922882,0.1223505437374115,0.13081572949886322,0.1011594757437706,0.1292039304971695,0.1235051155090332
91,0.19204510748386383,0.12969017028808594,0.13226483762264252,0.10057420283555984,0.15399910509586334,0.14187666773796082
92,0.18437916040420532,0.12312143296003342,0.13841024041175842,0.10662402957677841,0.12261393666267395,0.12429837882518768
93,0.22659194469451904,0.13795645534992218,0.13965456187725067,0.11240793019533157,0.14113232493400574,0.13852450251579285
0,0.5322820196549097,0.4059946785370509,0.3505723426739375,0.2751120825608571,0.3984815527995427,0.38635532061258954
1,0.4603147357702255,0.2845988969008128,0.2721908713380496,0.2229838271935781,0.27051863074302673,0.282105731467406
2,0.7036226590474447,0.46122334400812787,0.4812996983528137,0.3657550513744354,0.462128942211469,0.4616042822599411
3,0.6165526707967123,0.4859442263841629,0.5011394172906876,0.48648802439371747,0.4646713634332021,0.4911020944515864
4,0.45684804022312164,0.28337035079797107,0.29430849601825076,0.32565901676813763,0.32148971656958264,0.2810734957456589
5,0.23440864433844885,0.12219016378124554,0.11786971613764763,0.1256424772242705,0.14442852636178335,0.13339435930053392
6,0.1973385587334633,0.1073613887031873,0.10450459520022075,0.09675789624452591,0.12065774202346802,0.10993025203545888
7,0.5674996872742971,0.49762219687302905,0.4784515053033829,0.45516633490721387,0.48221610486507416,0.48485750953356427
8,0.4397270679473877,0.26153022050857544,0.25315385063489276,0.25930794576803845,0.2722199832399686,0.26551992694536847
9,0.3331484893957774,0.1740426147977511,0.19289388010899225,0.16095426678657532,0.19781780739625296,0.18042324235041937
10,0.47102130949497223,0.24202040334542593,0.22066553185383478,0.27442842225233716,0.258867084980011,0.2474367618560791
11,0.2379725898305575,0.11313480511307716,0.13216063131888708,0.09306813900669415,0.12088047837217648,0.11353723953167598
12,0.37803082168102264,0.24913261085748672,0.235284353295962,0.1980363205075264,0.25804514934619266,0.23555817703406015
13,0.6491415699323019,0.5976893802483877,0.6146461764971415,0.6340482036272684,0.5982062717278799,0.594878633817037
14,0.6170506229003271,0.5026756276686987,0.5019977539777756,0.5073622663815817,0.517966498931249,0.48753338555494946
15,0.3268945241967837,0.1942997140189012,0.19940882300337157,0.23266984025637308,0.1838697368899981,0.19019313777486482
16,0.28422068804502487,0.1561169239381949,0.15617691973845163,0.18948868413766226,0.15079488356908163,0.15552201370398203
17,0.12829447661836943,0.05630741020043691,0.05628323368728161,0.06245498607556025,0.06064093920091788,0.05318699683994055
18,0.5207131405671438,0.3791105697552363,0.3431906004746755,0.3641916910807292,0.38984576364358264,0.3572116245826085
19,0.45454177260398865,0.34191227207581204,0.2907758553822835,0.3219938576221466,0.3425949588418007,0.3181726907690366
20,0.1765715703368187,0.08040123991668224,0.0827994557718436,0.05882698607941469,0.07473695961137612,0.07188924960792065
21,0.3734030971924464,0.1872941516339779,0.19809389611085257,0.1478643355270227,0.2042576720317205,0.17725405097007751
22,0.31426316996415454,0.12562486280997595,0.13244541361927986,0.15943047776818275,0.1207026777168115,0.10490052402019501
23,0.16366537536183992,0.061215429877241455,0.06666275734702747,0.09004731973012288,0.06599353129665057,0.05815967607001463
24,0.09966083616018295,0.038932280304531254,0.043966452280680336,0.059713211531440415,0.04431568862249454,0.03531345476706823
25,0.16809803247451782,0.061061788350343704,0.06836939478913943,0.0746234158674876,0.07162225308517615,0.06865807839979728
26,0.18553955604632696,0.06581898033618927,0.06974780994156997,0.07039887892703216,0.07538615477581818,0.06418355368077755
27,0.22466600437959036,0.08721492687861125,0.07778059442838033,0.08625014374653499,0.09214049267272155,0.09148637267450492
28,0.11453087007006009,0.0680416685839494,0.06049576215445995,0.06917728669941425,0.06187291070818901,0.06691146641969681
29,0.07919748065372308,0.05371546310683092,0.05375410430133343,0.047229813101390995,0.051991824681560196,0.05351829590896765
30,0.06958276654283206,0.03621850566317638,0.035801948979496956,0.040519921109080315,0.03949009068310261,0.03807580377906561
31,0.2841303075353305,0.11750213118890922,0.11236468516290188,0.10322083470722039,0.11295194861789544,0.1153066052744786
32,0.29818395028511685,0.1352923922240734,0.13183211038510004,0.13763119528690973,0.1344672292470932,0.15514742210507393
33,0.22948458790779114,0.10102929795781772,0.10042932691673438,0.09715644580622514,0.1029381745805343,0.10681755592425664
34,0.3366560786962509,0.21489746371905008,0.21208160867293677,0.22372797255714735,0.20694840947786966,0.2425070876876513
35,0.3483479867378871,0.2212089548508326,0.2255397836367289,0.21149023870627084,0.22410376742482185,0.23721365382273993
36,0.24712792287270227,0.10911415331065655,0.09782781700293224,0.09400980733335018,0.10515318562587102,0.10748752082387607
37,0.1222361388305823,0.08880962307254474,0.09683214252193768,0.10027313170333703,0.08359672129154205,0.09153536334633827
38,0.18357211475570998,0.10945597663521767,0.11761654789249103,0.13649392500519753,0.11011223743359248,0.1181065837542216
39,0.6312647660573324,0.5593358327945074,0.6098789970080057,0.6807601849238077,0.577847013870875,0.6454110145568848
40,0.7557664513587952,0.5826156685749689,0.6365860203901926,0.727680116891861,0.6490724384784698,0.6721389393011729
41,0.8326554596424103,0.6909986833731333,0.6949182649453481,0.7162551780541738,0.6674195130666097,0.6909799873828888
42,0.6473699907461802,0.46956933041413623,0.4828144957621892,0.45972350239753723,0.40645350019137066,0.4903361052274704
43,0.6565978030363718,0.5816628237565359,0.5522152334451675,0.5348692486683527,0.5240994890530905,0.5789874891440073
44,0.42787134647369385,0.3035092403491338,0.2899697969357173,0.29606059441963833,0.331158384680748,0.3010023931662242
45,0.3753042668104172,0.26413601140181225,0.2912595520416896,0.2588481530547142,0.287165567278862,0.2579896152019501
46,0.4858885755141576,0.37168548504511517,0.3597616230448087,0.3091182013352712,0.3650135050217311,0.35728337119023007
47,0.11024827510118484,0.06435601723690827,0.06672008521854877,0.0677309837192297,0.07494133648773034,0.06742341319719951
48,0.17860635245839754,0.11414701864123344,0.12454044446349144,0.13017907490332922,0.12296705196301143,0.11495130509138107
49,0.1596344585220019,0.09158484265208244,0.09664773692687352,0.1178661659359932,0.1139712246755759,0.09735664663215478
50,0.14490026732285818,0.07709782384335995,0.08427248088022073,0.09220091998577118,0.07812878924111526,0.07756737805902958
51,0.1503806176284949,0.0749841220676899,0.08062371859947841,0.10085491898159187,0.07576324107746284,0.0822489783167839
52,0.094733410825332,0.0286358588685592,0.03324006901433071,0.03358885056028763,0.03265525524814924,0.03050794918090105
53,0.09468877439697583,0.027797743988533814,0.033337264942626156,0.03738960282256206,0.03636855849375328,0.03242568299174309
54,0.11599323774377505,0.05752806800107161,0.06098853920896848,0.06334896385669708,0.05780895985662937,0.057936410730083786
55,0.10795784989992778,0.04269257001578808,0.05259002620975176,0.05240615954001745,0.051010038082798324,0.04946607972184817
56,0.07877699782450993,0.025544281117618084,0.03581335302442312,0.031479467948277794,0.029412513909240563,0.027185616083443165
57,0.09691512584686279,0.038117255394657455,0.04448657048245271,0.04460939454535643,0.040549625332156815,0.03957397614916166
