window_id,dataset,subject,label,p_ext,p_win
39,WESAD,WESAD:S11,Stress,0.8479506373405457,0.9544937014579773
40,WESAD,WESAD:S11,Stress,0.7181276082992554,0.11068394780158997
41,WESAD,WESAD:S11,Stress,0.8286041021347046,0.9359419345855713
42,WESAD,WESAD:S11,Stress,0.8335315585136414,0.9280220866203308
43,WESAD,WESAD:S11,Stress,0.8498601317405701,0.9717448949813843
44,WESAD,WESAD:S11,Stress,0.7354782819747925,0.7079594135284424
45,WESAD,WESAD:S11,Stress,0.7264403700828552,0.49030381441116333
46,WESAD,WESAD:S11,Stress,0.8669506907463074,0.887092113494873
47,WESAD,WESAD:S11,Stress,0.8595719933509827,0.9425170421600342
48,WESAD,WESAD:S11,Stress,0.6896934509277344,0.8449973464012146
49,WESAD,WESAD:S11,Stress,0.6636943221092224,0.7178822755813599
50,WESAD,WESAD:S11,Stress,0.6381609439849854,0.8733839988708496
51,WESAD,WESAD:S11,Stress,0.8402186036109924,0.979286253452301
52,WESAD,WESAD:S11,Stress,0.8864942789077759,0.9953306913375854
53,WESAD,WESAD:S11,Stress,0.9126659035682678,0.998854398727417
54,WESAD,WESAD:S11,Stress,0.9095156192779541,0.9987480640411377
55,WESAD,WESAD:S11,Stress,0.9011833071708679,0.9977846741676331
56,WESAD,WESAD:S11,Stress,0.9289120435714722,0.9988439083099365
57,WESAD,WESAD:S11,Stress,0.9295545816421509,0.9980942606925964
58,WESAD,WESAD:S11,Stress,0.9265037775039673,0.989557683467865
59,WESAD,WESAD:S11,Meditation,0.5149469375610352,0.02519814297556877
60,WESAD,WESAD:S11,Meditation,0.6949697136878967,0.0014122744323685765
61,WESAD,WESAD:S11,Meditation,0.7471038699150085,0.02672787755727768
62,WESAD,WESAD:S11,Meditation,0.5579085946083069,0.0033815873321145773
63,WESAD,WESAD:S11,Meditation,0.5485507249832153,0.0033815873321145773
64,WESAD,WESAD:S11,Meditation,0.470717191696167,0.0033815873321145773
65,WESAD,WESAD:S11,Meditation,0.5617350935935974,0.004877780098468065
66,WESAD,WESAD:S11,Meditation,0.5091761946678162,0.002169559709727764
67,WESAD,WESAD:S11,Meditation,0.8465513586997986,0.03804133087396622
68,WESAD,WESAD:S11,Meditation,0.8401193618774414,0.31245294213294983
69,WESAD,WESAD:S11,Meditation,0.7593735456466675,0.03217427060008049
70,WESAD,WESAD:S11,Meditation,0.5024940371513367,0.003096894361078739
71,WESAD,WESAD:S11,Amusement,0.2229202389717102,0.0005130084464326501
72,WESAD,WESAD:S11,Amusement,0.23732991516590118,0.000586841197218746
73,WESAD,WESAD:S11,Amusement,0.24987995624542236,0.0005956607637926936
74,WESAD,WESAD:S11,Amusement,0.1854306161403656,0.0005367271369323134
75,WESAD,WESAD:S11,Amusement,0.16454045474529266,0.0004581477551255375
76,WESAD,WESAD:S11,Amusement,0.08190184086561203,0.0002717371971812099
77,WESAD,WESAD:S11,Amusement,0.2725786566734314,0.0007751904195174575
78,WESAD,WESAD:S11,Amusement,0.22734272480010986,0.0018405793234705925
79,WESAD,WESAD:S11,Amusement,0.11243515461683273,0.00045353121822699904
80,WESAD,WESAD:S11,Amusement,0.20217515528202057,0.00041658361442387104
81,WESAD,WESAD:S11,Amusement,0.1193869411945343,0.0003181281208526343
82,WESAD,WESAD:S11,Meditation,0.3852684795856476,0.001784460968337953
83,WESAD,WESAD:S11,Meditation,0.26699283719062805,0.001784460968337953
84,WESAD,WESAD:S11,Meditation,0.17203915119171143,0.001784460968337953
85,WESAD,WESAD:S11,Meditation,0.18225549161434174,0.001784460968337953
86,WESAD,WESAD:S11,Meditation,0.1713605523109436,0.018477924168109894
87,WESAD,WESAD:S11,Meditation,0.04724077507853508,0.0014703324995934963
88,WESAD,WESAD:S11,Meditation,0.06974829733371735,0.0014703324995934963
89,WESAD,WESAD:S11,Meditation,0.14387956261634827,0.001784460968337953
90,WESAD,WESAD:S11,Meditation,0.14239732921123505,0.0018942514434456825
91,WESAD,WESAD:S11,Meditation,0.14239732921123505,0.0018942514434456825
92,WESAD,WESAD:S11,Meditation,0.14387956261634827,0.0018807020969688892
93,WESAD,WESAD:S11,Meditation,0.14239732921123505,0.0018942514434456825
0,WESAD,WESAD:S13,Baseline,0.33294734358787537,0.00841376930475235
1,WESAD,WESAD:S13,Baseline,0.28137823939323425,0.004650492686778307
2,WESAD,WESAD:S13,Baseline,0.46239060163497925,0.6257440447807312
3,WESAD,WESAD:S13,Baseline,0.5047968029975891,0.01505233347415924
4,WESAD,WESAD:S13,Baseline,0.4014616310596466,0.0040869633667171
5,WESAD,WESAD:S13,Baseline,0.19800293445587158,0.00205951277166605
6,WESAD,WESAD:S13,Baseline,0.13541139662265778,0.0008316363673657179
7,WESAD,WESAD:S13,Baseline,0.5187699198722839,0.009814556688070297
8,WESAD,WESAD:S13,Baseline,0.31469276547431946,0.006921111606061459
9,WESAD,WESAD:S13,Baseline,0.24490678310394287,0.003102037822827697
10,WESAD,WESAD:S13,Baseline,0.2820984721183777,0.0033888008911162615
11,WESAD,WESAD:S13,Baseline,0.2051730751991272,0.0026464122347533703
12,WESAD,WESAD:S13,Baseline,0.37183284759521484,0.0032653443049639463
13,WESAD,WESAD:S13,Baseline,0.7515896558761597,0.0048548574559390545
14,WESAD,WESAD:S13,Baseline,0.696329653263092,0.0007472189608961344
15,WESAD,WESAD:S13,Baseline,0.34101253747940063,0.00040815811371430755
16,WESAD,WESAD:S13,Baseline,0.31592610478401184,0.0006371657364070415
17,WESAD,WESAD:S13,Baseline,0.11233080178499222,0.00030729948775842786
18,WESAD,WESAD:S13,Baseline,0.4642244279384613,0.0014640806475654244
19,WESAD,WESAD:S13,Baseline,0.353519469499588,0.0017752452986314893
20,WESAD,WESAD:S13,Baseline,0.11440101265907288,0.0008432816830463707
21,WESAD,WESAD:S13,Baseline,0.20190946757793427,0.11870899051427841
22,WESAD,WESAD:S13,Baseline,0.2053632289171219,0.0007809604285284877
23,WESAD,WESAD:S13,Baseline,0.14882320165634155,0.0004056917387060821
24,WESAD,WESAD:S13,Baseline,0.08557084947824478,0.00030536812846548855
25,WESAD,WESAD:S13,Baseline,0.1249646320939064,0.0004037406761199236
26,WESAD,WESAD:S13,Baseline,0.11508678644895554,0.0006435476243495941
27,WESAD,WESAD:S13,Baseline,0.12958160042762756,0.0006108114612288773
28,WESAD,WESAD:S13,Baseline,0.09048957377672195,0.0002778388443402946
29,WESAD,WESAD:S13,Baseline,0.07858492434024811,0.0002922380808740854
30,WESAD,WESAD:S13,Baseline,0.053427308797836304,0.0002645181375555694
31,WESAD,WESAD:S13,Baseline,0.16001731157302856,0.00045420179958455265
32,WESAD,WESAD:S13,Baseline,0.16530846059322357,0.0006570246769115329
33,WESAD,WESAD:S13,Baseline,0.13706868886947632,0.0005473070777952671
34,WESAD,WESAD:S13,Baseline,0.2847009599208832,0.0005428292788565159
35,WESAD,WESAD:S13,Baseline,0.29760628938674927,0.0005330972489900887
36,WESAD,WESAD:S13,Baseline,0.1487884819507599,0.0005531847709789872
37,WESAD,WESAD:S13,Baseline,0.09801635891199112,0.0003083227784372866
38,WESAD,WESAD:S13,Amusement,0.17370903491973877,0.0005513654905371368
39,WESAD,WESAD:S13,Amusement,0.6864587068557739,0.014175551943480968
40,WESAD,WESAD:S13,Amusement,0.7622233629226685,0.08672022819519043
41,WESAD,WESAD:S13,Amusement,0.7699007391929626,0.18540611863136292
42,WESAD,WESAD:S13,Amusement,0.5703449249267578,0.003855907591059804
43,WESAD,WESAD:S13,Amusement,0.6156622767448425,0.0015204462688416243
44,WESAD,WESAD:S13,Amusement,0.33148854970932007,0.0008377805352210999
45,WESAD,WESAD:S13,Amusement,0.4105372726917267,0.0011524106375873089
46,WESAD,WESAD:S13,Amusement,0.6371623277664185,0.0004934234311804175
47,WESAD,WESAD:S13,Amusement,0.1120152622461319,0.00031538819894194603
48,WESAD,WESAD:S13,Amusement,0.21137572824954987,0.0006853985833004117
49,WESAD,WESAD:S13,Meditation,0.16293570399284363,0.00045661264448426664
50,WESAD,WESAD:S13,Meditation,0.1396753042936325,0.0007229569600895047
51,WESAD,WESAD:S13,Meditation,0.14943382143974304,0.0006832952494733036
52,WESAD,WESAD:S13,Meditation,0.06291859596967697,0.0004363695334177464
53,WESAD,WESAD:S13,Meditation,0.07025106996297836,0.000416495866375044
54,WESAD,WESAD:S13,Meditation,0.0944211408495903,0.00032359006581828
55,WESAD,WESAD:S13,Meditation,0.09802089631557465,0.00032359006581828
56,WESAD,WESAD:S13,Meditation,0.05408994108438492,0.0003068448568228632
57,WESAD,WESAD:S13,Meditation,0.08315027505159378,0.00027337478240951896
58,WESAD,WESAD:S13,Meditation,0.08675368130207062,0.00027337478240951896
59,WESAD,WESAD:S13,Meditation,0.08525294065475464,0.00027337478240951896
60,WESAD,WESAD:S13,Meditation,0.14248916506767273,0.00035222110454924405
61,WESAD,WESAD:S13,Stress,0.9182274341583252,0.9994251728057861
62,WESAD,WESAD:S13,Stress,0.795899510383606,0.997580885887146
63,WESAD,WESAD:S13,Stress,0.8483670353889465,0.9974470138549805
64,WESAD,WESAD:S13,Stress,0.7350176572799683,0.9927391409873962
65,WESAD,WESAD:S13,Stress,0.8801725506782532,0.9992141723632812
66,WESAD,WESAD:S13,Stress,0.9110138416290283,0.9995611310005188
67,WESAD,WESAD:S13,Stress,0.9457825422286987,0.9995707869529724
68,WESAD,WESAD:S13,Stress,0.9342098236083984,0.9985290765762329
69,WESAD,WESAD:S13,Stress,0.9584393501281738,0.9991967082023621
70,WESAD,WESAD:S13,Stress,0.9373413324356079,0.9964607357978821
71,WESAD,WESAD:S13,Stress,0.8152703642845154,0.9713446497917175
72,WESAD,WESAD:S13,Stress,0.9470192790031433,0.9991232752799988
73,WESAD,WESAD:S13,Stress,0.9465981721878052,0.9993870258331299
74,WESAD,WESAD:S13,Stress,0.9144982099533081,0.9945350885391235
75,WESAD,WESAD:S13,Stress,0.9127107858657837,0.9960753321647644
76,WESAD,WESAD:S13,Stress,0.9526486992835999,0.9994906187057495
77,WESAD,WESAD:S13,Stress,0.7790796756744385,0.979548454284668
78,WESAD,WESAD:S13,Stress,0.8663842082023621,0.998104453086853
79,WESAD,WESAD:S13,Stress,0.7456328272819519,0.9970998764038086
80,WESAD,WESAD:S13,Stress,0.686838686466217,0.8094518184661865
81,WESAD,WESAD:S13,Stress,0.8508188724517822,0.9939316511154175
82,WESAD,WESAD:S13,Meditation,0.12004386633634567,0.00046998256584629416
83,WESAD,WESAD:S13,Meditation,0.19270329177379608,0.000444192934082821
84,WESAD,WESAD:S13,Meditation,0.20693516731262207,0.0003951730323024094
85,WESAD,WESAD:S13,Meditation,0.21890337765216827,0.0004456850583665073
86,WESAD,WESAD:S13,Meditation,0.14648844301700592,0.0004456850583665073
87,WESAD,WESAD:S13,Meditation,0.147691011428833,0.0003951730323024094
88,WESAD,WESAD:S13,Meditation,0.22406601905822754,0.0003951730323024094
89,WESAD,WESAD:S13,Meditation,0.16451849043369293,0.0004456850583665073
90,WESAD,WESAD:S13,Meditation,0.13423584401607513,0.0005328927654772997
91,WESAD,WESAD:S13,Meditation,0.11653392761945724,0.0004832906706724316
92,WESAD,WESAD:S13,Meditation,0.2168111503124237,0.0005524625885300338
93,WESAD,WESAD:S13,Meditation,0.40867313742637634,0.0004758749564643949
0,WESAD,WESAD:S14,Baseline,0.429174542427063,0.012643800117075443
1,WESAD,WESAD:S14,Baseline,0.13949346542358398,0.0006966411601752043
2,WESAD,WESAD:S14,Baseline,0.12612436711788177,0.00041229609632864594
3,WESAD,WESAD:S14,Baseline,0.07792936265468597,0.0004572634061332792
4,WESAD,WESAD:S14,Baseline,0.17424651980400085,0.2038334757089615
5,WESAD,WESAD:S14,Baseline,0.1094733327627182,0.036034855991601944
6,WESAD,WESAD:S14,Baseline,0.010358239524066448,0.0007723195594735444
7,WESAD,WESAD:S14,Baseline,0.026864150539040565,0.0006447130581364036
8,WESAD,WESAD:S14,Baseline,0.01724361814558506,0.0005400785012170672
9,WESAD,WESAD:S14,Baseline,0.012366103008389473,0.0006819258560426533
10,WESAD,WESAD:S14,Baseline,0.016436215490102768,0.000453404791187495
11,WESAD,WESAD:S14,Baseline,0.01599792204797268,0.0008300031768158078
12,WESAD,WESAD:S14,Baseline,0.013871551491320133,0.0005281691555865109
13,WESAD,WESAD:S14,Baseline,0.02155335806310177,0.0004931022995151579
14,WESAD,WESAD:S14,Baseline,0.014622002840042114,0.0008609658689238131
15,WESAD,WESAD:S14,Baseline,0.025772403925657272,0.001934534520842135
16,WESAD,WESAD:S14,Baseline,0.14308330416679382,0.0009010822395794094
17,WESAD,WESAD:S14,Baseline,0.10920713096857071,0.001564960926771164
18,WESAD,WESAD:S14,Baseline,0.04995526373386383,0.0011786967515945435
19,WESAD,WESAD:S14,Baseline,0.021760130301117897,0.0014407220296561718
20,WESAD,WESAD:S14,Baseline,0.02797551453113556,0.0006467223865911365
21,WESAD,WESAD:S14,Baseline,0.09720959514379501,0.000621626793872565
22,WESAD,WESAD:S14,Baseline,0.06974239647388458,0.0008968653855845332
23,WESAD,WESAD:S14,Baseline,0.2840248942375183,0.0025720898993313313
24,WESAD,WESAD:S14,Baseline,0.2321881651878357,0.0005479985265992582
25,WESAD,WESAD:S14,Baseline,0.11726324260234833,0.0003197006299160421
26,WESAD,WESAD:S14,Baseline,0.16706843674182892,0.0050783646292984486
27,WESAD,WESAD:S14,Baseline,0.13536231219768524,0.010863568633794785
28,WESAD,WESAD:S14,Baseline,0.13313445448875427,0.002078856574371457
29,WESAD,WESAD:S14,Baseline,0.18944644927978516,0.002225774573162198
30,WESAD,WESAD:S14,Baseline,0.39052891731262207,0.013786109164357185
31,WESAD,WESAD:S14,Baseline,0.47837305068969727,0.00771660590544343
32,WESAD,WESAD:S14,Baseline,0.35443878173828125,0.0015339215751737356
33,WESAD,WESAD:S14,Baseline,0.28443342447280884,0.002902590436860919
34,WESAD,WESAD:S14,Baseline,0.2703549563884735,0.0019338175188750029
35,WESAD,WESAD:S14,Baseline,0.141937255859375,0.002973716240376234
36,WESAD,WESAD:S14,Baseline,0.20242218673229218,0.002887401496991515
37,WESAD,WESAD:S14,Baseline,0.1494390219449997,0.0025219975505024195
38,WESAD,WESAD:S14,Stress,0.7820833325386047,0.9921017289161682
39,WESAD,WESAD:S14,Stress,0.7449122071266174,0.9876720905303955
40,WESAD,WESAD:S14,Stress,0.733272135257721,0.9964231848716736
41,WESAD,WESAD:S14,Stress,0.8100141882896423,0.9979910850524902
42,WESAD,WESAD:S14,Stress,0.658783495426178,0.9956299066543579
43,WESAD,WESAD:S14,Stress,0.7005606889724731,0.9812953472137451
44,WESAD,WESAD:S14,Stress,0.6312844753265381,0.9104622602462769
45,WESAD,WESAD:S14,Stress,0.7873886823654175,0.9991762042045593
46,WESAD,WESAD:S14,Stress,0.8200637102127075,0.9975742697715759
47,WESAD,WESAD:S14,Stress,0.8727314472198486,0.9968690276145935
48,WESAD,WESAD:S14,Stress,0.8839739561080933,0.9906527996063232
49,WESAD,WESAD:S14,Stress,0.833237886428833,0.9537509679794312
50,WESAD,WESAD:S14,Stress,0.8308156728744507,0.8907991051673889
51,WESAD,WESAD:S14,Stress,0.9161735773086548,0.9371703267097473
52,WESAD,WESAD:S14,Stress,0.9682670831680298,0.8786357641220093
53,WESAD,WESAD:S14,Stress,0.9715321660041809,0.9416310787200928
54,WESAD,WESAD:S14,Stress,0.9716867804527283,0.9731550216674805
55,WESAD,WESAD:S14,Stress,0.9607117176055908,0.9879856705665588
56,WESAD,WESAD:S14,Stress,0.9327812194824219,0.734505832195282
57,WESAD,WESAD:S14,Stress,0.8541693687438965,0.9799474477767944
58,WESAD,WESAD:S14,Stress,0.7926525473594666,0.971007227897644
59,WESAD,WESAD:S14,Meditation,0.25140780210494995,0.001893146545626223
60,WESAD,WESAD:S14,Meditation,0.30087047815322876,0.0019197892397642136
61,WESAD,WESAD:S14,Meditation,0.42793506383895874,0.0015658903867006302
62,WESAD,WESAD:S14,Meditation,0.6039223074913025,0.002443052129819989
63,WESAD,WESAD:S14,Meditation,0.3789145052433014,0.002318907994776964
64,WESAD,WESAD:S14,Meditation,0.3197513222694397,0.0017852544551715255
65,WESAD,WESAD:S14,Meditation,0.2716289460659027,0.0012136850273236632
66,WESAD,WESAD:S14,Meditation,0.32997000217437744,0.002123016631230712
67,WESAD,WESAD:S14,Meditation,0.34841954708099365,0.0017016894416883588
68,WESAD,WESAD:S14,Meditation,0.2504613697528839,0.0022838199511170387
69,WESAD,WESAD:S14,Meditation,0.3501361310482025,0.0014715279685333371
70,WESAD,WESAD:S14,Meditation,0.3950943350791931,0.0016402587061747909
71,WESAD,WESAD:S14,Amusement,0.7335216999053955,0.18859760463237762
72,WESAD,WESAD:S14,Amusement,0.622450590133667,0.0022442855406552553
73,WESAD,WESAD:S14,Amusement,0.674102246761322,0.04731852561235428
74,WESAD,WESAD:S14,Amusement,0.2557166516780853,0.002825761679559946
75,WESAD,WESAD:S14,Amusement,0.3842240273952484,0.0017061348771676421
76,WESAD,WESAD:S14,Amusement,0.33126652240753174,0.0010962177766487002
77,WESAD,WESAD:S14,Amusement,0.6528156399726868,0.0014646385097876191
78,WESAD,WESAD:S14,Amusement,0.6461970210075378,0.0013319123536348343
79,WESAD,WESAD:S14,Amusement,0.4798741936683655,0.000979061471298337
80,WESAD,WESAD:S14,Amusement,0.3585180938243866,0.0016402587061747909
