subject_id,dataset,window_id,label,anomaly_level,max_zscore,n_deviating,is_outlier,hr_mean,eda_mean,temp_mean,acc_mag_mean,hr_mean_zscore,eda_mean_zscore,temp_mean_zscore,acc_mag_mean_zscore
S2,WESAD,29,Baseline,0,0.5214661427566656,0,0,74.77894736842104,1.0928522125,35.20116666666666,63.70221146267501,-0.441674865959603,-0.5214661427566656,-0.08274938706960391,-0.1494889131380256
S2,WESAD,30,Baseline,0,0.5184678235453372,0,0,75.88932806324111,1.1168985208333333,35.099000000000004,63.13988233497739,-0.3174704004762369,-0.5184678235453372,-0.08599012335981211,-0.2512898283243637
S2,WESAD,31,Baseline,0,0.5051244984447647,0,0,76.43792561550549,1.223911045833333,35.05283333333333,63.17425915965141,-0.25610562165547196,-0.5051244984447647,-0.08745453437512674,-0.2450664405597211
S2,WESAD,32,Baseline,0,0.5005052007038906,0,0,74.5631067961165,1.2609574874999998,35.078166666666675,63.09822887774839,-0.4658182638390608,-0.5005052007038906,-0.08665095865553149,-0.258830536884045
S2,WESAD,33,Baseline,0,0.5116204144350466,0,0,79.17525773195877,1.1718142583333333,35.13466666666667,63.25833584101385,0.050085645862579076,-0.5116204144350466,-0.08485877333354036,-0.22984566915211044
S2,WESAD,34,Baseline,0,0.5161884513338535,0,0,78.22222222222223,1.1351789250000002,35.218666666666664,63.41198743068753,-0.056518572515583294,-0.5161884513338535,-0.08219428542119933,-0.20202944609309903
S2,WESAD,35,Baseline,0,0.5037881613451524,0,0,74.66106148187073,1.234628375,35.30683333333333,62.83077765957153,-0.4548612925566422,-0.5037881613451524,-0.0793976304497143,-0.30724840719707996
S2,WESAD,36,Baseline,0,0.4849779146642307,0,0,79.68479117415288,1.3854852249999998,35.3315,62.780050709546565,0.10708080898892887,-0.4849779146642307,-0.07861520145958233,-0.3164317300640578
S2,WESAD,37,Baseline,0,0.4910273954058896,0,0,76.9641902725815,1.3369688166666664,35.35816666666666,63.24679992281831,-0.197238945802912,-0.4910273954058896,-0.07776933228106142,-0.23193406715957116
S2,WESAD,38,Baseline,0,0.7659687918469933,0,0,71.87977853941472,1.2523460791666663,35.42166666666667,63.32435988815511,-0.7659687918469933,-0.5015789518462493,-0.07575510629970814,-0.21789304551547753
S2,WESAD,39,Baseline,0,0.506053339749192,0,0,76.55823714585519,1.2164618041666666,35.49516666666667,63.246678968639394,-0.24264786848281683,-0.506053339749192,-0.07342367937640955,-0.23195596402655347
S2,WESAD,40,Baseline,0,0.5155735363182247,0,0,77.85150078988941,1.1401104999999998,35.522666666666666,63.17254281632078,-0.09798656413406745,-0.5155735363182247,-0.07255137678605988,-0.2453771577415751
S2,WESAD,41,Baseline,0,0.5221411632475214,0,0,75.90933052187665,1.0874385958333337,35.51916666666666,62.83305326016521,-0.31523297443418596,-0.5221411632475214,-0.07266239711574085,-0.3068364452132087
S2,WESAD,42,Baseline,0,0.5331538630876292,0,0,74.46540880503144,0.9991175208333334,35.5965,62.90493175216751,-0.47674652188436517,-0.5331538630876292,-0.07020937649802989,-0.29382396567474284
S2,WESAD,43,Baseline,0,0.5281830670313559,0,0,74.87747035573122,1.0389829541666666,35.734500000000004,63.46341221680447,-0.4306543258567621,-0.5281830670313559,-0.06583200349918356,-0.1927197908892142
S2,WESAD,44,Baseline,0,0.5247553695586735,0,0,74.46540880503144,1.0664728458333337,35.811,64.03521350181832,-0.47674652188436517,-0.5247553695586735,-0.06340541629330157,-0.08920408940409505
S2,WESAD,45,Baseline,0,0.5337589827135967,0,0,74.367966500916,0.9942645041666668,35.7985,63.74972896640705,-0.48764617941136124,-0.5337589827135967,-0.06380191747073338,-0.14088661044903356
S2,WESAD,46,Baseline,0,0.5157166080269198,0,0,76.06973058637084,1.138963075,35.78633333333334,63.211254839669664,-0.29729101599872715,-0.5157166080269198,-0.06418784528343333,-0.23836894989403384
S2,WESAD,47,Baseline,0,0.4880486903531421,0,0,76.55823714585519,1.3608578208333335,35.80266666666667,63.5958711005792,-0.24264786848281683,-0.4880486903531421,-0.06366975041158937,-0.16874017658746404
S2,WESAD,48,Baseline,0,0.48968333379935647,0,0,75.55089192025184,1.3477480958333332,35.81816666666667,64.1145767346031,-0.35532703868719356,-0.48968333379935647,-0.06317808895157395,-0.07483661432287875
S2,WESAD,49,Stress,0,0.64016665077477,0,0,74.6218487394958,0.1408825208333333,35.5475,64.01110695376425,-0.45924753389669376,-0.64016665077477,-0.07176366111356221,-0.09356820382216731
S2,WESAD,50,Stress,0,0.6347571491721852,0,0,77.9746835443038,0.1842663416666666,35.51283333333334,63.87646080828679,-0.08420764286843163,-0.6347571491721852,-0.07286329104563927,-0.11794378772983549
S2,WESAD,51,Stress,0,0.6332393775988095,0,0,75.74960547080484,0.1964387625,35.4645,63.27880660095759,-0.3330994275211546,-0.6332393775988095,-0.07439642893170877,-0.226139757446337
S2,WESAD,52,Stress,0,0.6351406220002248,0,0,73.86561264822134,0.1811909166666666,35.373666666666665,63.27657838030453,-0.5438382512372857,-0.6351406220002248,-0.077277670821046,-0.22654314203117482
S2,WESAD,53,Stress,0,0.636773593569706,0,0,75.214399152991,0.1680945999999999,35.28633333333334,63.22439191166613,-0.3929662956479996,-0.636773593569706,-0.08004789238070205,-0.23599068797190131
S2,WESAD,54,Stress,0,0.7061139996744229,0,0,72.41487689889995,0.1863161416666666,35.27916666666667,63.337738198997904,-0.7061139996744229,-0.634501560886691,-0.08027521972242967,-0.21547111106399325
S2,WESAD,55,Stress,0,0.9125105962612196,0,0,70.56970333420846,0.2173136041666666,35.31666666666667,63.28681979128584,-0.9125105962612196,-0.6306365065911278,-0.07908571619013448,-0.22468909435812245
S2,WESAD,56,Stress,0,0.6376499675194002,0,0,73.026941362916,0.2220437999999999,35.331833333333336,63.08869988773192,-0.6376499675194002,-0.6300467014183825,-0.07860462809485069,-0.26055561185650805
S2,WESAD,57,Stress,0,0.632271459682629,0,0,75.09513742071881,0.2042013958333333,35.31833333333334,63.1474428664553,-0.4063066209783931,-0.632271459682629,-0.07903284936647674,-0.24992111205868253
S2,WESAD,58,Stress,0,0.6348623547951646,0,0,73.71022876676308,0.1834226,35.293666666666674,63.14631292461405,-0.5612191117216998,-0.6348623547951646,-0.07981527835660872,-0.2501256703998403
S2,WESAD,59,Stress,0,0.6613146404721149,0,0,72.81538056360284,0.1657028291666666,35.285999999999994,63.10387063290618,-0.6613146404721149,-0.6370718219854473,-0.0800584657454339,-0.25780918513463136
S2,WESAD,60,Stress,0,0.7723230826890655,0,0,71.82297154899895,0.1514052958333333,35.31849999999999,63.27126341715096,-0.7723230826890655,-0.6388545725130416,-0.07902756268411147,-0.22750533318678864
S2,WESAD,61,Stress,0,0.6408456924980421,0,0,75.214399152991,0.1354366541666666,35.37349999999999,63.47548909305257,-0.3929662956479996,-0.6408456924980421,-0.07728295750341192,-0.19053346086629203
S2,WESAD,62,Stress,0,0.6398211780735263,0,0,74.42640125720273,0.1436531875,35.39933333333332,63.363663117698586,-0.4811098106649466,-0.6398211780735263,-0.07646352173672001,-0.2107778090103248
S2,WESAD,63,Stress,0,0.6359987114347642,0,0,73.51236373304972,0.1743091,35.36866666666666,63.035993310690834,-0.5833518098718581,-0.6359987114347642,-0.07743627129201877,-0.2700973153088802
S2,WESAD,64,Stress,0,0.8958965384706287,0,0,70.7182320441989,0.1970259791666667,35.32033333333334,62.72163718322168,-0.8958965384706287,-0.63316615791833,-0.07896940917808781,-0.32700658764520746
S2,WESAD,65,Stress,1,1.1016370583816633,0,0,68.87892376681614,0.2015213166666666,35.270500000000006,62.62424768969238,-1.1016370583816633,-0.6326056370849107,-0.08055012720544888,-0.3446374359909255
S2,WESAD,66,Stress,0,0.6321116806364602,0,0,74.19798835362626,0.2054828125,35.20066666666666,62.84114841371665,-0.5066595187340484,-0.6321116806364602,-0.08276524711670102,-0.30537094396221515
S2,WESAD,67,Stress,0,0.6276854430951612,0,0,77.45222929936305,0.2409809249999999,35.12966666666667,63.220902107097736,-0.1426480953502685,-0.6276854430951612,-0.0850173738045129,-0.23662246264154854
S2,WESAD,68,Stress,0,0.6185380365917721,0,0,78.86255924170615,0.3143424791666666,35.01383333333333,63.12319538848471,0.015107958461795103,-0.6185380365917721,-0.08869161804871376,-0.25431073963937223
S2,WESAD,69,Stress,0,0.6106181803821931,0,0,79.20626631853786,0.3778591666666667,34.869833333333325,62.86758912106816,0.05355419042519396,-0.6106181803821931,-0.09325931161272731,-0.3005842664205803
S2,WESAD,70,Stress,0,0.6056780189472936,0,0,77.69968051118211,0.4174789125,34.76,62.785740424944485,-0.11496880874111386,-0.6056780189472936,-0.09674323529176049,-0.31540169586143757
S2,WESAD,71,Stress,0,0.6047180811512575,0,0,74.40691280439906,0.4251775458333333,34.64083333333333,62.66269725023364,-0.48328974127331337,-0.6047180811512575,-0.10052321318327613,-0.3376767429397956
S2,WESAD,72,Stress,0,0.6074527742881105,0,0,76.35792778649922,0.4032455,34.498999999999995,62.63294820729609,-0.26505398291382765,-0.6074527742881105,-0.10502217987653484,-0.34306234302307825
S2,WESAD,73,Stress,0,0.6054889488077906,0,0,77.02296120348376,0.4189952416666667,34.3715,62.595046556614975,-0.19066497338721058,-0.6054889488077906,-0.1090664918863383,-0.34992384554244466
S2,WESAD,74,Stress,0,0.6017576976438801,0,0,75.63025210084034,0.4489196124999999,34.269833333333324,62.57353202421208,-0.3464500032194122,-0.6017576976438801,-0.11229136812944981,-0.3538187159671522
S2,WESAD,75,Amusement,1,1.0415865801441442,0,0,69.4157715483364,0.1307384583333333,34.66733333333333,63.04928440304331,-1.0415865801441442,-0.6414315076107154,-0.09968263068712094,-0.26769117040429746
S2,WESAD,76,Amusement,0,0.9759406876305682,0,0,70.00264200792603,0.1250205125,34.59583333333333,63.2010620468382,-0.9759406876305682,-0.6421444747158429,-0.10195061742203038,-0.24021419600958885
S2,WESAD,77,Amusement,0,0.7553559407221666,0,0,71.97465681098205,0.1266862541666666,34.5155,63.38201008807039,-0.7553559407221666,-0.641936774424761,-0.10449879832232473,-0.20745637627147084
S2,WESAD,78,Amusement,0,0.7104743144601111,0,0,72.37589593841254,0.1592053624999999,34.44833333333333,63.36144957183394,-0.7104743144601111,-0.6378819870578393,-0.10662933131572468,-0.21117853695367503
S2,WESAD,79,Amusement,1,1.1340179472522023,0,0,68.58944050433412,0.2032243458333333,34.4,63.19323698132229,-1.1340179472522023,-0.6323932874386746,-0.10816246920179394,-0.24163080203562598
S2,WESAD,80,Amusement,1,1.3518399315306997,0,0,66.64212463844333,0.2102342833333333,34.36016666666667,63.2385873308335,-1.3518399315306997,-0.6315192226972137,-0.10942598628720948,-0.2334208288066679
S2,WESAD,81,Amusement,0,0.7188234413130339,0,0,72.30125523012552,0.2012917541666666,34.3125,63.1938482296196,-0.7188234413130339,-0.6326342610900765,-0.11093797744381592,-0.24152014506801275
S2,WESAD,82,Amusement,0,0.6327480910616494,0,0,74.296315928969,0.2003788458333333,34.259,63.1125774868044,-0.49566083693537116,-0.6327480910616494,-0.11263500248322367,-0.2562329450795208
S2,WESAD,83,Amusement,0,0.6325830028457049,0,0,77.14974551299223,0.2017028416666666,34.20883333333334,63.12758611636306,-0.17648319098804122,-0.6325830028457049,-0.11422629387531615,-0.2535158668605416
S2,WESAD,84,Amusement,0,0.6484236615796692,0,0,72.93062516486415,0.1927388708333333,34.16883333333333,63.1006639016036,-0.6484236615796692,-0.6337007147866316,-0.11549509764309784,-0.2583897138059729
S2,WESAD,85,Amusement,1,1.1868020592766098,0,0,68.11755361397935,0.1705825624999999,34.13433333333333,63.02207826330883,-1.1868020592766098,-0.6364633710749509,-0.11658944089280943,-0.27261641753669735
S2,WESAD,86,Amusement,0,0.9125105962612196,0,0,70.56970333420846,0.1537063416666666,34.104333333333344,63.21090774510708,-0.9125105962612196,-0.6385676565410515,-0.11754104371864514,-0.23843178594926723
S2,WESAD,87,Amusement,1,1.0914619028802977,0,0,68.96988906497623,0.2060539833333333,34.06516666666667,63.53180610102368,-1.0914619028802977,-0.6320404617009464,-0.11878341407459808,-0.18033814522349612
S2,WESAD,88,Amusement,0,0.9883337091811647,0,0,69.89184911632815,0.2550221,34.05533333333334,63.560465618515245,-0.9883337091811647,-0.6259346577285041,-0.11909532833417769,-0.17514978672358084
S3,WESAD,0,Baseline,1,1.1340179472522023,0,0,68.58944050433412,4.207697954166666,31.22566666666667,64.59723382085346,-1.1340179472522023,-0.13307796698759375,-0.20885262153998715,0.012540920791893256
S3,WESAD,1,Baseline,0,0.8477391879921929,0,1,71.14875595553202,4.400258679166667,31.19933333333333,64.62210944191007,-0.8477391879921929,-0.10906769010386495,-0.20968791735377687,0.017044263878102785
S3,WESAD,2,Baseline,0,0.6160169833125773,0,0,73.22033898305085,4.7861850875,31.2,64.62848415591291,-0.6160169833125773,-0.06094676658310929,-0.20966677062431371,0.018198306390888624
S3,WESAD,3,Baseline,0,0.9635083127434796,0,0,70.11378671606245,5.315906270833334,31.18066666666667,64.60140920889752,-0.9635083127434796,0.00510383788470081,-0.21028002577874128,0.01329680965342857
S3,WESAD,4,Baseline,1,1.284385351093706,0,0,67.24516466283325,5.488445616666668,31.186,64.67611674644944,-1.284385351093706,0.02661766146838222,-0.21011085194303722,0.026821443750263754
S3,WESAD,5,Baseline,1,1.154387434465171,0,0,68.40733847381016,5.5302241875,31.210666666666665,64.87587144161886,-1.154387434465171,0.03182700544813075,-0.20932842295290535,0.06298391476483593
S3,WESAD,6,Baseline,1,1.214090784181622,0,0,67.87359400107124,5.813529320833333,31.189333333333327,64.98081312906999,-1.214090784181622,0.0671521460961783,-0.2100051182957223,0.08198196999178922
S3,WESAD,7,Baseline,0,0.7083246090725513,0,0,72.3951141795008,6.290380779166666,31.14933333333333,64.99026325037272,-0.7083246090725513,0.12661045747817554,-0.21127392206350365,0.08369276701412945
S3,WESAD,8,Baseline,0,0.7319087610832409,0,0,72.18427323272438,6.340938658333333,31.13333333333333,64.99875347831276,-0.7319087610832409,0.13291448794672395,-0.21178144357061632,0.08522979031928153
S3,WESAD,9,Baseline,0,0.9112789807557852,0,0,70.58071390516783,5.972772766666666,31.151666666666664,64.826720454334,-0.9112789807557852,0.08700811218883492,-0.2111999085103831,0.054085895363995766
S3,WESAD,10,Baseline,1,1.082059231819262,0,0,69.05394839718531,5.493848174999999,31.171000000000003,64.64280123695626,-1.082059231819262,0.02729130310254084,-0.2105866533559552,0.02079019054061597
S3,WESAD,11,Baseline,1,1.095535188466958,0,0,68.93347412882788,5.0555457875,31.17466666666667,64.93930077543264,-1.095535188466958,-0.027360348643547732,-0.21047034634390852,0.07446680603589856
S3,WESAD,12,Baseline,0,0.9903953998707304,0,0,69.87341772151899,4.5689432666666665,31.179333333333336,65.41122287752856,-0.9903953998707304,-0.08803451393622978,-0.2103223192376674,0.15990093975528635
S3,WESAD,13,Baseline,1,1.3005253838249535,0,0,67.10087370929308,4.2107648125,31.197333333333336,65.119160835103,-1.3005253838249535,-0.1326955623318857,-0.2097513575421657,0.10702766368679015
S3,WESAD,14,Baseline,1,1.4859594046341145,0,0,65.44310435238594,3.954621354166667,31.282,64.71127664934487,-1.4859594046341145,-0.1646339306390218,-0.20706572290036163,0.033186595609411694
S3,WESAD,15,Baseline,1,1.2269361796070768,0,0,67.75875691335264,3.6481833,31.40666666666667,64.72826385714617,-1.2269361796070768,-0.2028435007798318,-0.20311128449077587,0.036261864549710095
S3,WESAD,16,Baseline,0,0.7532300075657651,0,0,71.9936625297069,3.3914429416666665,31.525666666666663,65.15396965038457,-0.7532300075657651,-0.23485629617625056,-0.19933659328162615,0.11332925661106953
S3,WESAD,17,Baseline,0,0.7145913945507621,0,0,72.33908948194662,3.153021420833333,31.55,65.40095193439214,-0.7145913945507621,-0.26458492713278664,-0.19856473765622557,0.15804154574630921
S3,WESAD,18,Baseline,1,1.2527974058845845,0,0,67.52755905511812,2.82040595,31.528,64.56198594227754,-1.2527974058845845,-0.30605854305586805,-0.19926257972850545,0.006159842308377977
S3,WESAD,19,Baseline,1,1.3577157262278754,0,0,66.58959537572255,2.5460239874999995,31.56233333333333,64.40116141970756,-1.3577157262278754,-0.34027105908958094,-0.1981735231611597,-0.022954928340376105
S3,WESAD,20,Baseline,1,1.0669315279959244,0,0,69.1891891891892,2.4047097125,31.64133333333333,64.93723621167729,-1.0669315279959244,-0.357891448036358,-0.19566763571979132,0.07409304897903733
S3,WESAD,21,Baseline,1,1.111785408942298,0,0,68.7881981032666,2.53279415,31.704,65.87777841999363,-1.111785408942298,-0.34192067928862063,-0.19367984315026682,0.24436354158185053
S3,WESAD,22,Baseline,0,0.9447855518889829,0,0,70.28116710875332,2.793698516666667,31.69,66.04150879402735,-0.9447855518889829,-0.3093886762862402,-0.19412392446899032,0.27400437130141103
S3,WESAD,23,Baseline,0,0.8117660597091836,0,0,71.4703536293539,2.9577347958333333,31.69433333333333,65.0853427619116,-0.8117660597091836,-0.28893509478997054,-0.19398647072748082,0.10090542916051082
S3,WESAD,24,Baseline,0,0.9238773623886479,0,0,70.46808510638297,3.64160175,31.69133333333333,64.81853726799973,-0.9238773623886479,-0.20366415015069445,-0.19408163101006443,0.05260445715114828
S3,WESAD,25,Baseline,0,0.5241969836791759,0,1,74.04120443740095,5.021807437500001,31.66433333333333,64.66023150731685,-0.5241969836791759,-0.0315671624946076,-0.19493807355331685,0.023945669044670465
S3,WESAD,26,Baseline,0,0.19228415900570714,0,0,77.5045871559633,6.08028485,31.748,64.97979621903956,-0.13679147372200529,0.1004137269068926,-0.19228415900570714,0.08179787429647328
S3,WESAD,27,Baseline,0,0.5986279221221257,0,0,73.37579617834395,6.384144633333333,31.89966666666667,65.32718213500631,-0.5986279221221257,0.13830181406310343,-0.18747327805286895,0.14468667451397949
S3,WESAD,28,Baseline,0,0.8540241849398432,0,0,71.09256844850066,6.440760191666668,32.0155,64.89796339419723,-0.8540241849398432,0.14536117277454505,-0.18379903380866833,0.0669833181034826
S3,WESAD,29,Baseline,0,0.9475847785748163,0,0,70.25614218504967,7.214080620833334,32.100833333333334,64.44508180721088,-0.9475847785748163,0.2417860155047308,-0.1810922524374012,-0.015003827422870592
S3,WESAD,30,Baseline,1,1.0007480259027577,0,0,69.78086584714057,8.032934704166667,32.14416666666666,64.84595003196392,-1.0007480259027577,0.34388842121703367,-0.17971771502230469,0.05756711037661408
S3,WESAD,31,Baseline,0,0.9091753341202248,0,0,70.59952038369305,7.943998983333333,32.29233333333333,65.27123771875686,-0.9091753341202248,0.3327990815707358,-0.17501785439914735,0.134558810789265
S3,WESAD,32,Baseline,0,0.45047043897543315,0,0,74.70031545741325,7.623049170833332,32.516666666666666,65.14334442100365,-0.45047043897543315,0.29278004932048945,-0.16790197993483943,0.11140572460505165
S3,WESAD,33,Baseline,0,0.2092852435545788,0,0,78.16283924843424,6.953426725,32.61866666666666,65.08749422120924,-0.063161006549746,0.2092852435545788,-0.1646665303269967,0.1012949172995696
S3,WESAD,34,Baseline,1,1.3733393215667071,0,0,66.44992134242266,6.194322341666666,32.6125,64.51479872311101,-1.3733393215667071,0.11463299072635817,-0.16486213757452967,-0.0023826675130842897
S3,WESAD,35,Baseline,2,2.09658865566335,1,0,59.98411437648928,5.652407495833333,32.574666666666666,64.07591781853948,-2.09658865566335,0.047061966074984,-0.16606221447155625,-0.08183520792499621
S3,WESAD,36,Baseline,0,0.9738713630754982,0,0,70.02114164904863,5.072379104166667,32.590500000000006,64.13768019623765,-0.9738713630754982,-0.025261412871270365,-0.1655599796468092,-0.0706540930510406
S3,WESAD,37,Baseline,1,1.0497150053981317,0,0,69.34310389950275,4.5681113375,32.6465,64.2926826672399,-1.0497150053981317,-0.08813824666594039,-0.1637836543719152,-0.04259331400376022
S3,WESAD,38,Baseline,2,2.0590744918946084,1,0,60.31948881789137,4.04233705,32.67766666666667,64.59044359177622,-2.0590744918946084,-0.15369671515020775,-0.16279504476951887,0.011311655757698599
S3,WESAD,39,Baseline,2,2.6733240773548386,1,0,54.828133262823904,3.45235495,32.74433333333333,64.8899779843055,-2.6733240773548386,-0.22726121578990838,-0.16068037182321648,0.06553768422987437
S3,WESAD,40,Baseline,2,2.3869200691733687,1,0,57.38856843209229,2.966206741666667,32.79633333333333,64.83000141417503,-2.3869200691733687,-0.28787873313988693,-0.15903092692510054,0.054679861954121646
S3,WESAD,41,Baseline,2,2.1301723877019936,1,0,59.68387776606955,2.6055630250000004,32.741499999999995,64.58913026974281,-2.1301723877019936,-0.33284717358143423,-0.1607702454234344,0.011073899293822992
S3,WESAD,42,Baseline,1,1.3709399589447653,0,0,66.47137150466045,2.371756566666667,32.712666666666664,64.27971842475812,-1.3709399589447653,-0.3620003552688594,-0.16168484147271014,-0.044940287838722406
S3,WESAD,43,Baseline,0,0.9593554101799253,0,0,70.15091342335187,2.198897629166667,32.782,64.0981487542546,-0.9593554101799253,-0.3835540285384327,-0.15948558160855558,-0.07781064385783965
S3,WESAD,44,Stress,1,1.2765131590969274,0,0,67.31554160125589,0.5001747916666667,33.26433333333333,64.21782073990634,-1.2765131590969274,-0.5953667212725728,-0.14418592284205692,-0.05614589796179308
S3,WESAD,45,Stress,1,1.1908345878528142,0,0,68.08150304313311,0.48499195,33.27633333333333,64.10217116674212,-1.1908345878528142,-0.5972598603449276,-0.14380528171172247,-0.07708244883411032
S3,WESAD,46,Stress,1,1.383070829137339,0,0,66.36292223095052,0.4704657166666666,33.27466666666666,63.837435737857255,-1.383070829137339,-0.5990711273330999,-0.1438581485353802,-0.1250086678672092
S3,WESAD,47,Stress,0,0.6677448642854388,0,0,72.7578947368421,0.4638032625,33.262,63.74298897328188,-0.6677448642854388,-0.5999018645941213,-0.14425993639517748,-0.14210678104787983
