subject_id,dataset,window_id,label,anomaly_level,outlier_votes,max_zscore,hr_mean,eda_mean,temp_mean,acc_mag_mean
S5,WESAD,82,Stress,0,2,0.37701638961217876,81.6163736552086,3.1391700875,33.95166666666667,62.44539243370305
S5,WESAD,83,Stress,0,2,0.3390793773905941,80.40286244367877,3.338820433333333,33.86450000000001,62.65494936107417
S5,WESAD,84,Stress,0,3,0.29161933947220514,80.27520508070918,3.612215854166666,33.86,62.91710969307407
S6,WESAD,60,Stress,0,2,0.3505084623791286,78.94570374275172,4.3571309000000005,33.955,62.59181724305519
S6,WESAD,76,Amusement,1,2,1.3733393215667071,66.44992134242266,2.2106289875000003,32.41833333333333,62.58947692376351
S8,WESAD,15,Baseline,0,2,0.7087851751799596,79.51769331585845,1.4572091791666666,32.71083333333333,68.443156261903
S8,WESAD,16,Baseline,0,2,0.6641318215601071,79.74763406940063,1.5874309416666668,32.77033333333333,68.19649952660879
S8,WESAD,34,Baseline,0,2,0.877121930245444,70.88607594936708,0.7359262624999999,33.35666666666667,63.41693032827048
S8,WESAD,35,Baseline,1,2,1.1681257392409519,68.28451882845188,0.6450941083333334,33.388,63.054561771175294
S8,WESAD,58,Amusement,0,2,0.9187228897090851,70.51416579223505,0.2357339208333333,33.559000000000005,62.95332954552166
S8,WESAD,59,Amusement,1,2,1.0792161839896073,69.07936507936508,0.2334472375,33.568333333333335,62.92356808193505
S8,WESAD,62,Stress,0,2,0.6199940344499609,78.05702217529038,0.3026654791666666,32.87533333333333,64.50455423858912
S8,WESAD,63,Stress,0,2,0.869177021625738,74.46540880503144,0.3239490791666667,32.849500000000006,69.32913068498725
S8,WESAD,64,Stress,0,3,0.8568361266833758,75.59457302474061,0.3590218583333333,32.85183333333334,69.26096190010703
S8,WESAD,72,Stress,0,2,0.6041760564283365,75.98944591029023,0.4295245458333333,32.7815,66.51640380283736
S8,WESAD,73,Stress,0,2,0.5962670710542978,76.49803407601573,0.49295405,32.7335,64.90557490911121
S8,WESAD,74,Stress,0,2,0.5899870640724336,79.7686037338943,0.5433192625,32.71033333333333,64.8974360659787
S8,WESAD,76,Stress,0,3,0.5685969022177216,77.14062092355857,0.7148668499999999,32.734833333333334,64.57165883321497
S8,WESAD,77,Stress,0,3,0.5610607645781636,76.02956705385428,0.7753061416666667,32.74166666666667,64.69835370762472
S8,WESAD,79,Stress,0,2,0.5626797854844862,76.96202531645571,0.7623217083333333,32.69083333333332,65.3902043348236
S8,WESAD,80,Stress,0,3,0.5634022284627459,73.96306068601582,0.7565277666666667,32.65966666666666,64.58396819728635
S8,WESAD,83,Stress,0,2,0.5495874013924098,77.30196078431372,0.8673217041666668,32.54566666666666,64.93521341387812
S9,WESAD,53,Stress,0,2,0.5960447971727104,81.16910229645093,0.4947366708333334,34.401999999999994,64.33823744886408
S10,WESAD,43,Baseline,0,2,0.9402126998879711,87.13294180459157,0.3787208708333333,33.32816666666666,63.00630056687998
S10,WESAD,60,Amusement,2,2,2.3665588126659625,99.8843930635838,0.3955047541666667,34.019833333333324,64.13394843787746
S11,WESAD,24,Baseline,0,2,0.7493604309615836,82.84135753749013,7.629390483333334,33.45083333333333,68.66728635098937
S11,WESAD,25,Baseline,0,2,0.7251231259817065,81.9173031340532,7.220762529166667,33.52166666666666,68.53340403232723
S11,WESAD,71,Stress,0,2,0.7082350132393194,72.39591516103692,3.116514583333333,33.747499999999995,66.48761936584873
S11,WESAD,72,Stress,0,3,0.6677448642854388,72.7578947368421,3.0706907583333334,33.64966666666667,66.14991288517515
S13,WESAD,20,Baseline,0,3,0.9275527787095308,87.01976284584981,9.966783470833333,34.36333333333334,65.48250698545716
S13,WESAD,21,Baseline,0,3,0.9352535837591536,87.0886075949367,10.452531966666667,34.4095,65.6953056441967
S13,WESAD,78,Stress,0,2,0.8019239403153401,72.10790796085692,11.706347220833331,34.3945,63.587403592102085
S13,WESAD,79,Stress,1,3,1.29455897729062,67.15421303656598,12.251901941666668,34.304500000000004,63.58654175187768
S13,WESAD,80,Stress,0,2,0.9287899410575959,74.87747035573122,12.7238035875,34.20766666666667,63.49152931168261
S13,WESAD,81,Stress,0,2,0.9821815827477406,77.9746835443038,13.152000783333332,34.11666666666667,63.43025324101495
S14,WESAD,3,Baseline,0,2,0.6138004283743691,77.89251844046365,0.3523377625,31.633666666666663,66.52837310066478
S14,WESAD,4,Baseline,0,2,0.6039263233481825,73.88508170795994,0.4315273875,31.652666666666665,67.65820191336005
S14,WESAD,34,Baseline,0,2,0.6054627624799501,75.27443805541034,0.4192052541666667,31.847,67.86176496226412
S14,WESAD,35,Baseline,0,2,0.6011427348306567,78.75887457270575,0.4538515708333333,31.85000000000001,66.08685119893872
S14,WESAD,37,Baseline,0,2,0.587882055407945,79.3010325655282,0.5602012833333333,31.777,64.48223157875476
S14,WESAD,68,Stress,0,2,0.6933645493003285,72.52885624344177,0.313693725,32.50933333333333,65.13418828537411
S15,WESAD,80,Stress,0,2,0.5277800340767984,74.64144996059889,1.04221525,30.232333333333333,64.26030561165824
S17,WESAD,22,Baseline,0,2,0.8260631819240077,76.049643517296,4.279387366666667,33.48416666666667,69.09097793531116
S17,WESAD,23,Baseline,0,2,0.5392331549624853,78.5729275970619,4.1585796041666665,33.52850000000001,67.50658276004654
S17,WESAD,35,Baseline,0,2,0.7276309565571828,72.2225165562914,2.403118758333333,33.6615,65.20455690924291
S17,WESAD,36,Baseline,0,2,0.36716103350420526,75.69525839104955,2.3303682916666664,33.64033333333333,65.03774832879935
2,EPM-E4,0,Emotion,3,2,6.37066677003248,76.15018508725542,0.6665031041666667,238.6500000000001,64.27392931336497
2,EPM-E4,3,Emotion,3,2,6.37066677003248,74.50445726271631,0.4671569958333333,238.6500000000001,64.89605987171568
2,EPM-E4,5,Emotion,3,2,6.37066677003248,81.46380270485282,0.4200417083333333,238.6500000000001,65.01489202750213
2,EPM-E4,6,Emotion,3,2,6.37066677003248,84.68364400105015,0.4042640375,238.6500000000001,64.93341709063522
2,EPM-E4,7,Emotion,3,2,6.37066677003248,83.23844345782189,0.387279825,238.6500000000001,64.81897734336637
2,EPM-E4,8,Emotion,3,2,6.37066677003248,82.06860158311345,0.37313495,238.6500000000001,64.73513835145363
2,EPM-E4,16,Emotion,3,3,6.37066677003248,79.19619249074564,0.3421345375,238.6500000000001,64.93693489295762
2,EPM-E4,17,Emotion,3,2,6.37066677003248,78.42970822281167,0.3366315166666666,238.6500000000001,64.995842249893
2,EPM-E4,18,Emotion,3,2,6.37066677003248,79.91570073761854,0.3362312041666667,238.6500000000001,64.96217584052678
2,EPM-E4,19,Emotion,3,3,6.37066677003248,79.45521215295967,0.3431967,238.6500000000001,64.14187383129686
2,EPM-E4,21,Emotion,3,3,6.37066677003248,76.51809124278972,0.3412058125,238.6500000000001,64.66043049837778
2,EPM-E4,25,Emotion,3,2,6.37066677003248,77.30860927152318,0.3346726916666667,238.6500000000001,64.86639006918192
2,EPM-E4,26,Emotion,3,2,6.37066677003248,79.17525773195877,0.3406720416666667,238.6500000000001,65.11242486329822
2,EPM-E4,27,Emotion,3,2,6.37066677003248,78.9041095890411,0.3282940333333333,238.6500000000001,65.21503333361254
2,EPM-E4,28,Emotion,3,2,6.37066677003248,75.80942353250855,0.3021611333333334,238.6500000000001,65.00385423175732
12,EPM-E4,3,Emotion,0,3,0.5922704050428873,81.7235943247504,0.5250070291666666,35.035666666666664,64.90566148327669
12,EPM-E4,4,Emotion,0,3,0.585526222323862,83.96206533192834,0.7447510833333333,35.123333333333335,64.99687268377052
12,EPM-E4,12,Emotion,0,2,0.6130554005131154,79.85259278757567,0.3583128333333333,33.89633333333333,65.2316414271585
12,EPM-E4,26,Emotion,1,3,1.9368637236142299,82.04695331047216,0.3374075,98.87100000000002,64.66779599594537
12,EPM-E4,27,Emotion,3,3,5.178414162907132,81.0126582278481,0.2953073708333333,201.0633333333334,64.57988388918645
12,EPM-E4,28,Emotion,3,2,6.37066677003248,79.41361256544502,0.2466810666666666,238.6500000000001,64.76408361899243
12,EPM-E4,29,Emotion,3,2,6.37066677003248,79.39282910232923,0.1844249541666666,238.6500000000001,64.78198730056745
12,EPM-E4,34,Emotion,3,2,6.37066677003248,75.66999474513926,0.0781791375,238.6500000000001,64.96058841342308
12,EPM-E4,35,Emotion,3,2,6.37066677003248,74.00211193241816,0.0987939541666666,238.6500000000001,65.10556875115508
12,EPM-E4,36,Emotion,3,2,6.37066677003248,75.82938388625593,0.1668043041666666,238.6500000000001,65.20033347744574
12,EPM-E4,37,Emotion,3,2,6.37066677003248,79.07996790585717,0.2103885958333333,238.6500000000001,65.22376605241801
12,EPM-E4,39,Emotion,3,2,6.37066677003248,73.63278171788811,0.2099347166666666,238.6500000000001,65.29902219373223
12,EPM-E4,42,Emotion,3,2,6.37066677003248,70.58823529411765,0.20895255,238.6500000000001,65.45416803415328
12,EPM-E4,43,Emotion,3,2,6.37066677003248,73.43426294820718,0.2061129166666666,238.6500000000001,65.21760523152875
12,EPM-E4,44,Emotion,3,2,6.37066677003248,74.45418326693226,0.2081200125,238.6500000000001,64.68645377841067
12,EPM-E4,45,Emotion,3,2,6.37066677003248,74.6218487394958,0.2096092458333333,238.6500000000001,64.69019064735551
12,EPM-E4,46,Emotion,3,2,6.37066677003248,78.47000261985852,0.206289025,238.6500000000001,65.03474339611374
12,EPM-E4,49,Emotion,3,3,6.37066677003248,72.1460703889918,0.2071537,238.6500000000001,65.25877657102397
12,EPM-E4,51,Emotion,3,3,6.37066677003248,75.1547209732875,0.2120807041666666,238.6500000000001,65.29356563802995
12,EPM-E4,56,Emotion,3,2,6.37066677003248,72.96912114014252,0.2188331583333333,238.6500000000001,65.34891822373471
14,EPM-E4,0,Emotion,0,2,0.3197066476847568,75.86933614330874,6.0952996750000015,33.81033333333333,64.97471099362495
15,EPM-E4,0,Emotion,3,2,6.37066677003248,86.9968387776607,1.8206320625,238.6500000000001,64.60932490724855
15,EPM-E4,1,Emotion,3,2,6.37066677003248,88.57667103538662,1.8947061916666668,238.6500000000001,64.47714463550348
15,EPM-E4,7,Emotion,3,2,6.37066677003248,89.65773414698859,0.5982051666666666,238.6500000000001,64.40548655869087
15,EPM-E4,9,Emotion,3,2,6.37066677003248,88.57667103538662,0.48227475,238.6500000000001,64.45122948555576
15,EPM-E4,10,Emotion,3,2,6.37066677003248,90.4126984126984,0.4294467708333334,238.6500000000001,64.38734363886321
15,EPM-E4,11,Emotion,3,2,6.37066677003248,88.00842992623815,0.38369285,238.6500000000001,64.25798554883522
15,EPM-E4,12,Emotion,3,2,6.37066677003248,87.27272727272727,0.3478456333333333,238.6500000000001,64.26893757747719
15,EPM-E4,18,Emotion,3,2,6.37066677003248,76.901185770751,0.5167698666666667,238.6500000000001,64.26660493320797
15,EPM-E4,23,Emotion,3,2,6.37066677003248,91.79282868525895,0.8195658208333333,238.6500000000001,64.05541434962214
15,EPM-E4,24,Emotion,3,2,6.37066677003248,89.20908379013312,0.6864142208333334,238.6500000000001,63.96969966470143
15,EPM-E4,25,Emotion,3,2,6.37066677003248,90.92344119968428,0.5805697583333334,238.6500000000001,63.93300946748251
15,EPM-E4,26,Emotion,3,2,6.37066677003248,91.54966887417218,0.5260869166666667,238.6500000000001,63.940088421094735
15,EPM-E4,31,Emotion,3,2,6.37066677003248,88.76280535855004,0.4660627041666667,238.6500000000001,63.456188633222816
15,EPM-E4,34,Emotion,3,2,6.37066677003248,85.26566217287868,0.4037088666666666,238.6500000000001,64.40870888087696
15,EPM-E4,35,Emotion,3,2,6.37066677003248,83.8516179952644,0.4376986333333333,238.6500000000001,64.37565242837032
15,EPM-E4,36,Emotion,3,2,6.37066677003248,80.14795244385733,0.4812373625,238.6500000000001,64.26051773320135
15,EPM-E4,41,Emotion,3,2,6.37066677003248,89.60671211326691,0.3687154499999999,238.6500000000001,64.38041552072328
15,EPM-E4,42,Emotion,3,2,6.37066677003248,90.97130823901028,0.3557558375,238.6500000000001,64.2355763633353
15,EPM-E4,43,Emotion,3,2,6.37066677003248,91.57392686804452,0.34565195,238.6500000000001,64.39864715994712
15,EPM-E4,47,Emotion,3,2,6.37066677003248,93.63398007341374,0.3164176166666666,238.6500000000001,64.416585255518
16,EPM-E4,30,Emotion,2,2,2.601133228779913,55.47351524879615,0.1491220708333333,33.727666666666664,64.63276044936535
16,EPM-E4,31,Emotion,2,2,2.6684553760634957,54.87165916909236,0.1466614875,33.77066666666666,64.7309445237988
16,EPM-E4,32,Emotion,2,2,2.4512191443407834,56.81373844121533,0.14375235,33.81283333333333,64.72860496515995
24,EPM-E4,0,Emotion,1,3,1.8534272865010808,75.47169811320755,20.1393298,32.70083333333333,64.3177956267629
34,EPM-E4,0,Emotion,0,2,0.8322093477872045,76.65878644602049,11.94923405,30.063666666666663,65.11347594564747
35,EPM-E4,0,Emotion,1,2,1.1355825710712089,88.87953708574435,11.948790733333334,32.177499999999995,64.423317027569
36,EPM-E4,6,Emotion,2,2,2.1987636112186344,98.3843137254902,0.4385577416666667,32.904,64.59525968791236
36,EPM-E4,9,Emotion,2,2,2.2305033365903113,98.66806502359728,0.4004503375,32.95533333333333,64.69879370242343
36,EPM-E4,10,Emotion,2,2,2.3121276123264347,99.39778129952457,0.4033808833333333,32.94133333333333,64.70676927145635
36,EPM-E4,15,Emotion,1,2,1.5316094912865201,92.41999471039408,0.9913999625,38.35533333333333,64.98835661397354
36,EPM-E4,16,Emotion,1,2,1.2845651917343952,90.21143304620205,0.9088063958333332,38.28533333333333,65.17436682105607
39,EPM-E4,0,Emotion,1,3,1.9489332194552504,80.41884816753927,0.0981963208333333,99.2515,64.94345636595166
39,EPM-E4,1,Emotion,1,2,1.8549624404039335,80.3347280334728,0.0910329041666666,96.289,64.68292782216666
39,EPM-E4,2,Emotion,2,2,2.1774712114445265,79.30980392156863,0.0909207833333333,106.45633333333332,64.14447638034363
39,EPM-E4,3,Emotion,0,2,0.6475411509768991,80.88467614533965,0.08173955,44.617,64.63707580065936
39,EPM-E4,4,Emotion,0,2,0.8616804620089678,86.43086816720258,0.1059790166666666,53.94683333333333,65.57260915648423
39,EPM-E4,5,Emotion,0,2,0.6391794579590224,83.74146085128744,0.1487997375,53.80666666666666,65.04915805296544
39,EPM-E4,10,Emotion,0,2,0.6408034768312166,74.70031545741325,0.1357752208333333,33.746833333333335,64.87085425031445
39,EPM-E4,11,Emotion,0,2,0.6410790304837045,79.11251980982567,0.1335652999999999,33.73916666666666,64.96395113425669
39,EPM-E4,19,Emotion,0,2,0.7871107745242719,71.690770444386,0.1751635916666667,39.32933333333333,65.09086490759705
39,EPM-E4,20,Emotion,0,2,0.8142684433400861,74.70031545741325,0.1797275416666666,63.48033333333333,65.26104522398772
39,EPM-E4,21,Emotion,0,2,0.8794532369098605,79.4760282944721,0.2184702125,65.53533333333333,65.01409132875618
39,EPM-E4,22,Emotion,0,2,0.6245220216403332,79.3305439330544,0.2663513416666666,41.68449999999999,64.80515977448268
39,EPM-E4,24,Emotion,0,3,0.6226004918358559,78.42970822281167,0.281761875,34.19866666666667,65.68035454298587
39,EPM-E4,25,Emotion,0,2,0.6246065568817984,74.91695228051674,0.265673375,44.316500000000005,65.13195985174507
39,EPM-E4,26,Emotion,0,3,0.7473178978601495,74.85774499473129,0.234910975,61.369666666666674,65.00971077222817
39,EPM-E4,27,Emotion,2,3,2.383302902672882,76.59574468085106,0.2433876125,112.94533333333337,64.50969566333468
39,EPM-E4,28,Emotion,3,3,3.3546673471922013,75.45192559601782,0.2276887583333333,143.56833333333336,63.69707975622216
39,EPM-E4,29,Emotion,1,2,1.719702672076061,74.7396107311941,0.2264983666666666,92.02483333333336,63.86719320872961
39,EPM-E4,30,Emotion,0,3,0.6343393540344391,76.98232656291216,0.1876170291666666,50.23266666666667,64.06312346683784
39,EPM-E4,31,Emotion,0,2,0.6449540396674242,81.09820485744456,0.102488,40.1485,64.32679941024338
39,EPM-E4,32,Emotion,0,2,0.6459810312542347,79.51769331585845,0.0942516,44.557500000000005,64.39485561092377
39,EPM-E4,33,Emotion,0,2,0.6425845752245624,82.3861852433281,0.1214909375,54.11033333333333,64.46242533956148
39,EPM-E4,34,Emotion,0,2,0.6386922513621939,79.95782814971007,0.1527071,43.80716666666667,64.08225846451026
39,EPM-E4,35,Emotion,0,2,0.6367867056968023,78.36734693877551,0.1679894416666666,34.14366666666667,63.48901287920141
39,EPM-E4,36,Emotion,0,2,0.6361590588566777,79.21713832319492,0.1730231249999999,34.1315,63.42624280697892
39,EPM-E4,40,Emotion,0,2,0.69754907006892,75.33350771645304,0.1835763708333333,59.800666666666665,63.72329302760729
39,EPM-E4,41,Emotion,1,2,1.561911063505334,78.05702217529038,0.1546821833333333,87.05033333333334,64.59701325938258
39,EPM-E4,42,Emotion,0,2,0.7535191762751812,77.93357933579335,0.1777579208333333,61.56516666666666,65.17529179881971
39,EPM-E4,44,Emotion,1,2,1.1803500504392432,77.14512291831879,0.2998254166666667,75.02133333333335,64.87081334834305
39,EPM-E4,45,Emotion,1,2,1.178986086388878,75.53107789142408,0.261264275,74.97833333333334,64.827265325671
39,EPM-E4,48,Emotion,0,2,0.7913258357749897,71.65308804204993,0.1923250375,41.21333333333333,64.84889098767141
39,EPM-E4,49,Emotion,0,2,0.632660094131348,76.65878644602049,0.201084575,41.25599999999999,64.57518911266057
45,EPM-E4,31,Emotion,2,2,2.393615424684974,57.3287123433751,0.9527141333333332,32.531166666666664,64.05436147718335
47,EPM-E4,0,Emotion,2,3,2.546118009843066,82.06860158311345,25.694660483333333,34.42166666666667,64.14847620530537
47,EPM-E4,1,Emotion,2,2,2.9980213630368837,85.75932737782449,29.3188934625,34.424,64.14868180860604
47,EPM-E4,2,Emotion,3,2,3.000690147966616,86.03057459146021,29.340296929166666,34.40666666666666,64.19166706701962
47,EPM-E4,3,Emotion,2,2,2.977137045723665,85.40111199364574,29.1514027125,34.382,64.32265870987975
47,EPM-E4,4,Emotion,2,2,2.920466152381693,85.62434417628542,28.69690615,34.373333333333335,64.3964910946785
47,EPM-E4,5,Emotion,2,2,2.8586285702568515,84.83955812730142,28.200973108333333,34.376333333333335,64.37309847200622
47,EPM-E4,7,Emotion,2,2,2.7480948808266095,85.31076434805607,27.314500725,34.409,64.33049696763857
47,EPM-E4,8,Emotion,2,2,2.7040996279860487,85.26566217287868,26.961661904166665,34.408333333333324,64.32405226315605
56,EPM-E4,4,Emotion,3,2,3.9970136556407674,114.46056449485624,0.5241090083333333,33.992333333333335,64.22200485053166
56,EPM-E4,20,Emotion,3,2,3.5949503272442445,110.86614173228344,1.8155496583333333,34.33933333333333,63.95975968594491
56,EPM-E4,21,Emotion,3,2,3.589577571753775,110.81810961080222,1.6231795666666669,34.257666666666665,63.8913397706128
56,EPM-E4,22,Emotion,3,2,3.703300896302117,111.83478951548848,1.404900475,34.19766666666666,63.89293820032814
61,EPM-E4,0,Emotion,3,3,6.37066677003248,75.53107789142408,7.202799404166667,238.6500000000001,64.69367330106232
61,EPM-E4,1,Emotion,3,3,6.37066677003248,78.49056603773585,6.885633591666666,238.6500000000001,64.61602685497363
61,EPM-E4,2,Emotion,3,2,6.37066677003248,76.96202531645571,6.243168225,238.6500000000001,64.52978230878794
61,EPM-E4,3,Emotion,3,2,6.37066677003248,80.169133192389,5.6170593125,238.6500000000001,64.48682163390976
61,EPM-E4,10,Emotion,3,2,6.37066677003248,77.85150078988941,3.46915015,238.6500000000001,63.98725266927948
61,EPM-E4,11,Emotion,3,2,6.37066677003248,80.86338510134246,4.590039758333334,238.6500000000001,64.23913233840311
61,EPM-E4,12,Emotion,3,2,6.37066677003248,79.95782814971007,4.861830670833332,238.6500000000001,63.91047044590844
61,EPM-E4,13,Emotion,3,2,6.37066677003248,75.45192559601782,4.856792516666667,238.6500000000001,63.26164162740779
61,EPM-E4,14,Emotion,3,3,6.37066677003248,77.26767275615568,5.140374166666667,238.6500000000001,63.22928646393769
61,EPM-E4,15,Emotion,3,3,6.37066677003248,78.03642121931908,5.563145191666666,238.6500000000001,63.78417275613095
61,EPM-E4,16,Emotion,3,2,6.37066677003248,78.73817034700316,5.750589416666667,238.6500000000001,64.28886161584799
61,EPM-E4,19,Emotion,3,3,6.37066677003248,85.51431601272533,6.0065116666666665,238.6500000000001,64.82391837759565
61,EPM-E4,20,Emotion,3,2,6.37066677003248,84.18383518225039,7.898739479166666,238.6500000000001,64.75610880643545
61,EPM-E4,21,Emotion,3,2,6.37066677003248,79.70572779821335,10.669548941666667,238.6500000000001,64.81402897438947
61,EPM-E4,22,Emotion,3,3,6.37066677003248,77.08399366085578,13.264225429166666,238.6500000000001,64.86618774093031
61,EPM-E4,23,Emotion,3,2,6.37066677003248,78.34658187599365,14.936446070833334,238.6500000000001,64.89830868360278
61,EPM-E4,24,Emotion,3,2,6.37066677003248,77.6878612716763,15.583622875,238.6500000000001,65.15489914378433
61,EPM-E4,25,Emotion,3,3,6.37066677003248,73.94355051437616,14.962260045833334,238.6500000000001,65.25267040668425
61,EPM-E4,26,Emotion,3,3,6.37066677003248,77.36263736263736,14.155281341666669,238.6500000000001,65.23622222633317
61,EPM-E4,27,Emotion,3,3,6.37066677003248,79.28907475169889,13.255468033333331,238.6500000000001,65.3008274405746
61,EPM-E4,28,Emotion,3,2,6.37066677003248,78.9873417721519,13.133990554166669,238.6500000000001,64.77749826871533
61,EPM-E4,29,Emotion,3,2,6.37066677003248,75.29411764705883,13.707992866666666,238.6500000000001,64.23303509929387
61,EPM-E4,30,Emotion,3,2,6.37066677003248,76.96202531645571,13.477152875000002,238.6500000000001,63.84332070740037
61,EPM-E4,31,Emotion,3,2,6.37066677003248,78.9873417721519,13.412900783333336,238.6500000000001,63.59206347466238
61,EPM-E4,32,Emotion,3,2,6.37066677003248,77.41935483870968,13.780541420833336,238.6500000000001,64.48972452238837
61,EPM-E4,33,Emotion,3,2,6.37066677003248,79.83157894736843,13.700426070833334,238.6500000000001,65.01830611577647
61,EPM-E4,34,Emotion,3,3,4.419632502997236,79.3010325655282,13.165595641666668,177.1421666666667,65.08029945695513
61,EPM-E4,35,Emotion,1,3,1.238709737074826,75.59055118110236,12.33938595,76.86116666666666,65.33655367361031
61,EPM-E4,36,Emotion,0,3,0.7957369609606104,76.901185770751,11.656728083333332,35.88866666666666,65.29299912754911
66,EPM-E4,38,Emotion,0,2,0.22702640143322447,80.7570977917981,3.8251768625,32.89583333333333,63.73182248153359
77,EPM-E4,12,Emotion,1,2,1.662500601374944,63.86483632523759,7.176354112499999,33.66466666666666,64.34473354046091
79,EPM-E4,0,Emotion,1,2,1.058575403812231,79.85259278757567,13.764673833333331,33.309666666666665,64.73451239455127
79,EPM-E4,6,Emotion,2,2,2.4766676409207737,87.45549738219894,25.137673429166668,33.351666666666674,63.986061238689786
79,EPM-E4,24,Emotion,3,3,3.157037610510573,85.19809825673534,30.5941925375,33.709666666666664,63.54682137480833
79,EPM-E4,25,Emotion,3,3,3.3508621029752192,82.51572327044025,32.14865127916667,33.66866666666666,63.48315064833466
79,EPM-E4,26,Emotion,3,2,3.3897099964840804,85.08572935900817,32.46020864166667,33.67033333333333,63.45357136561994
79,EPM-E4,27,Emotion,3,2,3.3735590043081554,90.58043996819508,32.33067882499999,33.6975,63.56162297454762
79,EPM-E4,28,Emotion,3,2,3.3452039016556934,90.54231071522138,32.103272904166666,33.7365,63.61731692569108
79,EPM-E4,42,Emotion,2,2,2.9297739364402613,91.89045466631217,28.77155392083333,33.74033333333333,64.68617058145915
79,EPM-E4,43,Emotion,2,2,2.931322952573881,90.4366234453559,28.78397692083333,33.79183333333334,64.68136722918105
79,EPM-E4,44,Emotion,2,2,2.911151839795146,91.0948905109489,28.62220602083333,33.848166666666664,64.6753481917007
79,EPM-E4,45,Emotion,2,2,2.883546857006381,92.00631911532383,28.40081600833333,33.903666666666666,64.66874361957781
81,EPM-E4,0,Emotion,0,3,0.7449071707013644,83.93995259415328,0.0459675458333333,61.29366666666667,64.7992982268071
92,EPM-E4,0,Emotion,0,2,0.2381525315087825,76.5984251968504,4.88394585,38.9465,64.39205105473526
92,EPM-E4,25,Emotion,0,2,0.8567152160547435,72.60504201680672,6.702754262499999,64.81850000000001,65.36289664330897
92,EPM-E4,26,Emotion,0,2,0.8560808141708529,77.2063492063492,8.814509770833332,64.79850000000002,66.20397934833673
103,EPM-E4,0,Emotion,1,2,1.8562997890896225,95.32270708126472,6.9205911625,29.701,64.22063769367232
106,EPM-E4,0,Emotion,1,2,1.6690717422323387,85.46739984289081,18.660811354166665,33.147000000000006,65.0645901861051
